Time, Force Sensor 1,Force Sensor 2,Force Sensor 3,Force Sensor 4,Command,Anomaly?,Anomaly Mode,Attribute,Desired Speed,Desired R,Shaft Control Effort,Actual Speed,ToolHeadNo,Merged Attribute,Force Sensor Number,Anomaly Mode Encode,Active V Attribute,Orient. x,Orient. y,Orient. z,AngVel x,AngVel y,AngVel z,LinAcc. x,LinAcc. y,LinAcc. z,Mag. x ,Mag. y,Mag. z, Quat. w, Quat. x, Quat. y, Quat. z,Temp,Audio,Strain Gage,MCU Time,Sample Freq,Rel Time
17046,0.0,0.0,0.0,0.0,0,,,,100.0,15,14.45,109.17,0,,Force Sensor 3,0,0,0.56,10.44,-1.44,1.0,-544.06,0.5,6.45,-0.03,-18.47,-59.75,44.38,46.06,-1.0,-0.01,0.09,0.01,26,-212860928,-1446.44,4591828,76.92307692307692,9115
17059,0.0,-0.0,0.0,0.0,0,,,,100.0,15,14.95,119.29,0,,Force Sensor 3,0,0,0.62,15.31,-1.44,1.25,-507.37,1.37,3.92,-0.15,-18.33,-59.75,44.38,46.06,-0.98,-0.01,0.18,0.01,26,-219152384,-1424.51,4591840,62.5,9128
17076,0.0,0.0,0.0,0.0,0,M,M,M,100.0,15,14.44,104.09,0,0.0,Force Sensor 3,1,0,0.69,20.31,-1.56,2.25,-515.19,0.5,0.52,0.04,-18.5,-59.75,44.38,46.06,-0.97,-0.01,0.22,0.01,26,-214663168,-1425.34,4591853,62.5,9145
17088,0.0,11.65,0.0,0.0,0,,,,100.0,15,15.2,106.74,0,,Force Sensor 3,0,0,0.75,25.69,-1.62,2.25,-622.06,1.12,-2.03,0.03,-19.11,-30.75,39.69,66.87,-0.96,-0.01,0.27,0.01,26,-213090304,-1400.15,4591866,76.92307692307692,9157
17104,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.19,106.71,0,,Force Sensor 3,0,0,0.88,38.19,-1.87,1.94,-666.94,0.88,-2.57,-0.03,-18.85,-30.75,39.69,66.87,-0.92,-0.01,0.38,0.01,26,-214892544,-1380.7,4591879,62.5,9173
17119,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.06,106.6,0,,Force Sensor 3,0,0,0.94,44.63,-2.06,1.62,-668.5,2.0,-6.69,0.0,-17.61,-30.75,39.69,66.87,-0.9,-0.01,0.43,0.01,26,-213549056,-1346.21,4591892,62.5,9188
17136,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.56,94.36,0,,Force Sensor 3,0,0,1.56,84.31,-1.44,2.81,-701.94,0.19,-13.14,0.02,-10.96,6.06,36.38,71.06,-0.7,-0.01,0.72,0.01,26,-207421440,-1155.44,4591955,58.82352941176471,9205
17153,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.67,89.26,0,,Force Sensor 3,0,0,1.81,81.81,-169.75,2.37,-698.0,2.06,-16.48,-0.01,-7.95,48.0,33.5,54.5,-0.66,-0.01,0.76,0.01,26,-213155840,-1098.67,4591964,66.66666666666667,9222
17169,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.94,97.04,0,,Force Sensor 3,0,0,2.0,75.06,-174.37,1.75,-700.12,-0.06,-13.72,-0.01,-6.91,48.0,33.5,54.5,-0.61,-0.01,0.79,0.01,26,-212008960,-1063.61,4591976,71.42857142857143,9238
17182,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.81,81.64,0,,Force Sensor 3,0,0,2.19,68.69,-176.06,1.19,-664.37,2.69,-15.4,-0.4,-5.87,48.0,33.5,54.5,-0.52,-0.01,0.85,0.01,26,-213450752,-1007.31,4591988,66.66666666666667,9251
17197,0.0,0.0,0.0,0.0,0,,,,100.0,15,16.33,81.72,0,,Force Sensor 3,0,0,2.44,62.5,-176.94,2.62,-637.56,0.19,-16.52,-0.05,-1.97,48.0,33.5,54.5,-0.47,-0.0,0.88,0.01,26,-213024768,-967.77,4592004,58.82352941176471,9266
17211,0.0,-0.0,0.0,0.0,0,,,,100.0,15,16.34,81.61,0,,Force Sensor 3,0,0,2.69,56.38,-177.44,2.56,-644.87,1.87,-18.73,-0.15,0.96,72.69,33.06,17.06,-0.42,-0.0,0.91,0.01,26,-219348992,-914.11,4592013,76.92307692307692,9280
17226,0.0,-2.91,0.0,0.0,0,,,,100.0,15,16.35,86.8,0,,Force Sensor 3,0,0,3.0,50.13,-177.87,1.5,-657.81,0.0,-15.29,0.04,3.33,72.69,33.06,17.06,-0.37,-0.0,0.93,0.01,26,-215482368,-874.88,4592023,62.5,9295
17243,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.47,99.49,0,,Force Sensor 3,0,0,359.69,37.69,-178.31,1.06,-631.56,2.37,-15.6,-0.22,4.35,72.69,33.06,17.06,-0.32,-0.0,0.95,0.01,26,-218103808,-834.49,4592035,62.5,9312
17259,0.0,-0.05,0.0,0.0,0,,,,100.0,15,15.46,107.04,0,,Force Sensor 3,0,0,359.75,32.0,-178.44,2.69,-589.87,0.31,-14.28,0.13,7.62,72.69,33.06,17.06,-0.28,-0.0,0.96,0.01,26,-212926464,-840.44,4592051,62.5,9328
17276,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.23,106.71,0,,Force Sensor 3,0,0,359.81,26.5,-178.5,0.44,-569.0,0.88,-12.71,-0.16,7.18,71.87,35.69,-20.69,-0.18,-0.0,0.98,0.01,26,-239632384,-833.26,4592062,71.42857142857143,9345
17292,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.09,106.6,0,,Force Sensor 3,0,0,359.87,21.0,-178.62,1.87,-568.62,1.81,-10.72,-0.06,10.59,71.87,35.69,-20.69,-0.13,-0.0,0.99,0.01,26,-215515136,-827.75,4592075,62.5,9361
17305,0.0,-0.0,0.0,0.0,0,,,,100.0,15,15.1,109.17,0,,Force Sensor 3,0,0,0.0,9.88,-178.69,0.75,-574.37,2.0,-10.12,-0.15,9.98,71.87,35.69,-20.69,-0.09,0.0,1.0,0.01,26,-213942272,-800.33,4592088,62.5,9374
17322,0.0,0.0,0.0,0.0,0,,,,100.0,15,14.83,114.25,0,,Force Sensor 3,0,0,0.06,4.62,-178.75,2.37,-536.87,0.56,-8.83,0.0,12.53,71.87,35.69,-20.69,0.0,0.0,1.0,0.01,26,-209715200,-792.18,4592103,62.5,9391
17337,0.0,-0.0,0.0,0.0,0,,,,100.0,15,14.7,119.2,0,,Force Sensor 3,0,0,0.13,-0.06,-178.75,1.62,-476.12,1.69,-9.1,-0.12,14.02,53.25,37.88,-49.38,0.04,0.0,1.0,0.01,26,-215646208,-769.55,4592114,66.66666666666667,9406
17350,0.0,0.0,0.0,0.0,0,,,,100.0,15,14.44,111.79,0,,Force Sensor 3,0,0,0.19,-4.62,-178.75,1.5,-498.5,-0.25,-7.67,0.32,15.02,53.25,37.88,-49.38,0.08,0.0,1.0,0.01,26,-220233728,-784.81,4592127,71.42857142857143,9419
17366,0.0,-0.0,0.0,0.0,0,,,,100.0,15,14.8,109.25,0,,Force Sensor 3,0,0,0.31,-14.75,-178.75,1.25,-544.0,1.37,-7.14,-0.08,14.14,53.25,37.88,-49.38,0.18,0.0,0.98,0.01,26,-216465408,-770.89,4592140,62.5,9435
17382,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.05,109.17,0,,Force Sensor 3,0,0,0.37,-20.5,-178.69,1.94,-598.87,1.19,0.0,0.1,14.83,53.25,37.88,-49.38,0.23,0.0,0.97,0.01,26,-213417984,-793.14,4592155,62.5,9451
17398,0.0,0.0,0.0,0.0,0,,,,100.0,15,14.92,101.52,0,,Force Sensor 3,0,0,357.87,-51.25,-178.12,1.56,-642.19,2.12,3.88,0.05,13.17,28.56,41.5,-64.87,0.43,0.01,0.9,0.01,26,-217219072,-838.3,4592195,83.33333333333333,9467
17411,0.0,-0.0,0.0,0.0,0,,,,100.0,15,15.3,104.17,0,,Force Sensor 3,0,0,358.25,-57.63,-177.87,1.87,-659.56,-0.37,9.6,0.09,12.62,28.56,41.5,-64.87,0.48,0.01,0.88,0.01,26,-213254144,-891.18,4592205,55.555555555555564,9480
17428,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.17,96.44,0,,Force Sensor 3,0,0,358.5,-64.0,-177.37,2.0,-661.75,2.12,7.64,0.0,11.24,-8.25,44.75,-66.87,0.53,0.01,0.85,0.01,26,-215056384,-917.19,4592218,66.66666666666667,9497
17440,0.0,-0.0,0.0,0.0,0,,,,100.0,15,15.53,96.94,0,,Force Sensor 3,0,0,358.69,-70.56,-176.5,1.87,-680.87,1.06,9.88,0.11,10.26,-8.25,44.75,-66.87,0.62,0.01,0.78,0.01,26,-217120768,-983.62,4592235,76.92307692307692,9509
17455,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.54,91.81,0,,Force Sensor 3,0,0,359.06,-84.12,-178.81,1.87,-716.37,2.75,12.87,0.12,6.72,-8.25,44.75,-66.87,0.67,0.01,0.74,0.01,26,-217382912,-1018.13,4592247,66.66666666666667,9524
17472,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.8,94.39,0,,Force Sensor 3,0,0,359.25,-88.31,-1.12,2.12,-718.87,-0.5,16.85,0.11,5.66,-8.25,44.75,-66.87,0.71,0.01,0.7,0.0,26,-221904896,-1092.33,4592257,62.5,9541
17490,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.8,101.97,0,,Force Sensor 3,0,0,359.37,-82.0,-8.5,1.81,-689.62,1.5,16.59,0.06,3.61,-43.25,48.0,-52.19,0.75,0.01,0.66,0.0,26,-220856320,-1119.9,4592270,62.5,9559
17502,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.29,101.59,0,,Force Sensor 3,0,0,359.5,-75.5,-4.75,2.06,-676.69,1.75,17.09,0.1,-0.02,-43.25,48.0,-52.19,0.82,0.01,0.57,0.0,26,-215941120,-1201.29,4592286,71.42857142857143,9571
17517,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.31,93.97,0,,Force Sensor 3,0,0,359.69,-62.88,-2.69,1.62,-656.56,2.56,16.24,-0.05,-2.17,-43.25,48.0,-52.19,0.88,0.01,0.47,0.0,26,-222167040,-1236.38,4592298,58.82352941176471,9586
17533,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.42,96.91,0,,Force Sensor 3,0,0,359.81,-56.56,-2.25,2.56,-654.25,0.31,16.14,0.24,-2.66,-43.25,48.0,-52.19,0.88,0.01,0.47,0.0,26,-213778432,-1299.0,4592309,66.66666666666667,9602
17546,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.55,109.62,0,,Force Sensor 3,0,0,359.87,-50.38,-1.94,1.44,-633.94,0.94,17.24,0.05,-6.13,-68.19,48.0,-20.87,0.9,0.01,0.43,0.0,26,-218628096,-1318.4,4592322,76.92307692307692,9615
17564,0.0,-3.15,0.0,0.0,0,,,,100.0,15,14.91,111.63,0,,Force Sensor 3,0,0,0.0,-38.81,-1.62,2.12,-586.31,-0.37,16.39,0.26,-7.07,-68.19,48.0,-20.87,0.94,0.01,0.33,-0.0,26,-214827008,-1360.18,4592337,62.5,9633
17577,0.0,0.0,0.0,0.0,0,,,,100.0,15,14.8,106.63,0,,Force Sensor 3,0,0,0.06,-33.13,-1.56,1.25,-590.87,2.0,14.07,0.0,-10.62,-68.19,48.0,-20.87,0.97,0.01,0.24,-0.0,26,-219611136,-1368.5,4592349,62.5,9646
17595,0.0,-0.0,0.0,0.0,0,,,,100.0,15,14.92,109.21,0,,Force Sensor 3,0,0,0.13,-27.31,-1.5,2.37,-601.25,0.81,14.01,0.15,-10.72,-68.19,48.0,-20.87,0.97,0.01,0.24,-0.0,26,-217481216,-1421.23,4592361,62.5,9664
17610,0.0,0.0,0.0,0.0,0,,,,100.0,15,14.91,116.75,0,,Force Sensor 3,0,0,0.25,-21.62,-1.44,1.5,-590.0,0.56,15.01,0.12,-12.3,-73.25,45.88,15.38,0.99,0.01,0.14,-0.0,26,-212205568,-1439.56,4592375,71.42857142857143,9679
17623,0.0,0.0,0.0,0.0,0,,,,100.0,15,14.53,109.17,0,,Force Sensor 3,0,0,0.37,-10.69,-1.37,1.87,-560.0,0.0,10.73,0.06,-14.63,-73.25,45.88,15.38,1.0,0.01,0.09,-0.0,26,-215023616,-1469.57,4592387,66.66666666666667,9692
17637,0.0,0.0,0.0,0.0,0,,,,100.0,15,14.9,111.75,0,,Force Sensor 3,0,0,0.75,24.0,-1.62,1.62,-598.87,0.81,2.07,-0.03,-18.87,-59.38,43.69,46.25,0.98,0.01,-0.21,-0.01,26,-212959232,-1440.91,4592448,71.42857142857143,9706
17653,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.27,104.09,0,,Force Sensor 3,0,0,0.81,30.06,-1.69,2.25,-627.19,1.81,-2.25,-0.12,-19.11,-59.38,43.69,46.25,0.97,0.01,-0.26,-0.01,26,-212008960,-1416.15,4592457,62.5,9722
17669,0.0,-0.09,0.0,0.0,0,,,,100.0,15,15.15,93.97,0,,Force Sensor 3,0,0,0.88,36.56,-1.87,1.56,-672.12,0.94,-1.74,-0.13,-19.38,-29.0,39.25,69.06,0.95,0.01,-0.31,-0.01,26,-211681280,-1417.42,4592469,62.5,9738
17685,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.77,94.39,0,,Force Sensor 3,0,0,0.94,43.13,-2.06,1.81,-681.0,1.81,-5.3,-0.05,-17.97,-29.0,39.25,69.06,0.91,0.01,-0.42,-0.01,26,-212664320,-1381.39,4592483,83.33333333333333,9754
17697,0.0,-0.02,0.0,0.0,0,,,,100.0,15,15.64,91.81,0,,Force Sensor 3,0,0,1.12,55.75,-2.69,1.75,-649.44,0.94,-8.24,-0.11,-17.96,-29.0,39.25,69.06,0.88,0.01,-0.47,-0.01,26,-217612288,-1356.84,4592495,62.5,9766
17714,0.0,23.26,0.0,0.0,0,M,M,M,100.0,15,15.78,102.01,0,0.0,Force Sensor 3,1,0,1.19,62.25,-3.25,1.75,-675.44,2.06,-10.29,-0.09,-17.1,-29.0,39.25,69.06,0.86,0.01,-0.52,-0.01,26,-217022464,-1306.31,4592505,71.42857142857143,9783
17726,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.26,88.92,0,,Force Sensor 3,0,0,1.31,69.12,-4.25,2.25,-709.81,0.56,-10.9,-0.24,-15.44,12.25,35.69,71.06,0.82,0.01,-0.57,-0.01,26,-215449600,-1281.41,4592518,66.66666666666667,9795
17743,0.0,0.0,0.0,0.0,0,,,,100.0,15,16.17,84.3,0,,Force Sensor 3,0,0,1.44,75.94,-6.19,1.25,-708.44,2.19,-11.39,-0.14,-14.65,12.25,35.69,71.06,0.75,0.01,-0.66,-0.01,26,-215646208,-1263.17,4592530,58.82352941176471,9812
17758,0.0,0.0,0.0,0.0,0,,,,100.0,15,16.17,89.29,0,,Force Sensor 3,0,0,1.5,82.37,-11.44,2.37,-673.25,1.12,-12.63,0.07,-10.82,12.25,35.69,71.06,0.71,0.01,-0.7,-0.01,26,-212107264,-1227.77,4592543,58.82352941176471,9827
17775,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.93,102.08,0,,Force Sensor 3,0,0,1.81,84.62,-178.5,1.44,-640.0,2.62,-16.49,-0.26,-8.79,12.25,35.69,71.06,0.67,0.01,-0.74,-0.01,26,-214204416,-1138.65,4592556,83.33333333333333,9844
17787,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.29,104.2,0,,Force Sensor 3,0,0,1.94,78.69,-172.5,2.37,-626.12,-0.06,-14.81,0.08,-6.58,52.38,33.88,49.0,0.59,0.01,-0.8,-0.01,26,-212402176,-1063.73,4592569,62.5,9856
17804,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.3,96.51,0,,Force Sensor 3,0,0,2.12,72.81,-175.06,0.88,-609.5,2.0,-16.61,-0.12,-4.54,52.38,33.88,49.0,0.55,0.01,-0.83,-0.01,26,-212205568,-987.85,4592582,58.82352941176471,9873
17821,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.56,96.91,0,,Force Sensor 3,0,0,2.25,67.31,-176.25,1.31,-558.0,-0.19,-16.11,-0.1,-2.27,52.38,33.88,49.0,0.52,0.01,-0.86,-0.01,26,-214204416,-962.65,4592595,62.5,9890
17836,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.55,107.07,0,,Force Sensor 3,0,0,2.69,56.5,-177.44,0.94,-567.37,2.75,-18.18,-0.2,-1.75,52.38,33.88,49.0,0.47,0.0,-0.88,-0.01,26,-216465408,-898.97,4592608,66.66666666666667,9905
17849,0.0,-0.0,0.0,0.0,0,,,,100.0,15,15.03,104.2,0,,Force Sensor 3,0,0,3.0,50.88,-177.81,1.94,-576.75,0.19,-17.96,-0.09,1.12,73.5,33.5,14.69,0.38,0.0,-0.92,-0.01,26,-213876736,-875.77,4592621,76.92307692307692,9918
17866,0.0,-13.13,0.0,0.0,0,,,,100.0,15,14.79,109.06,0,,Force Sensor 3,0,0,3.37,45.13,-178.06,1.19,-581.62,2.37,-15.09,-0.15,4.03,73.5,33.5,14.69,0.34,0.0,-0.94,-0.01,26,-216891392,-827.49,4592634,58.82352941176471,9935
17881,0.0,0.0,0.0,0.0,0,,,,100.0,15,14.92,109.25,0,,Force Sensor 3,0,0,0.06,6.81,-178.69,1.94,-615.44,0.94,-8.0,0.03,12.98,73.87,34.69,-18.37,0.01,-0.0,-1.0,-0.01,26,-214171648,-775.03,4592703,62.5,9950
17898,0.0,-0.18,0.0,0.0,0,,,,100.0,15,15.29,99.05,0,,Force Sensor 3,0,0,0.13,0.81,-178.75,1.44,-596.69,1.75,-7.85,-0.08,13.66,56.88,37.56,-45.5,-0.04,-0.0,-1.0,-0.01,26,-213123072,-751.97,4592713,83.33333333333333,9967
17910,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.42,97.01,0,,Force Sensor 3,0,0,0.19,-4.87,-178.75,1.44,-596.69,1.75,-6.08,-0.09,13.38,56.88,37.56,-45.5,-0.09,-0.0,-1.0,-0.01,26,-212762624,-777.4,4592727,58.82352941176471,9979
17927,0.0,-0.0,0.0,0.0,0,,,,100.0,15,15.52,96.91,0,,Force Sensor 3,0,0,0.37,-16.56,-178.75,2.06,-614.62,1.75,-6.19,0.12,14.5,56.88,37.56,-45.5,-0.2,-0.0,-0.98,-0.01,26,-216891392,-761.94,4592738,66.66666666666667,9996
17939,0.0,-0.0,0.0,0.0,0,,,,100.0,15,15.53,104.49,0,,Force Sensor 3,0,0,0.44,-22.81,-178.69,1.44,-650.37,1.12,-2.59,-0.03,14.32,56.88,37.56,-45.5,-0.25,-0.0,-0.97,-0.01,26,-214564864,-794.53,4592751,76.92307692307692,10008
17953,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.15,101.56,0,,Force Sensor 3,0,0,0.5,-29.19,-178.62,1.87,-656.25,0.37,0.0,-0.07,13.98,28.19,41.25,-64.5,-0.31,-0.01,-0.95,-0.01,26,-220299264,-786.93,4592764,66.66666666666667,10022
17970,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.29,96.41,0,,Force Sensor 3,0,0,0.69,-42.13,-178.44,1.56,-678.87,0.5,4.59,0.21,13.95,28.19,41.25,-64.5,-0.36,-0.01,-0.93,-0.01,26,-218333184,-806.18,4592777,58.82352941176471,10039
17988,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.55,99.32,0,,Force Sensor 3,0,0,357.75,-48.63,-178.25,1.75,-667.37,1.25,5.61,-0.14,13.25,28.19,41.25,-64.5,-0.46,-0.01,-0.89,-0.01,26,-217120768,-780.27,4592790,62.5,10057
18001,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.4,96.84,0,,Force Sensor 3,0,0,358.12,-54.94,-178.0,1.87,-654.87,1.75,9.82,0.05,12.19,28.19,41.25,-64.5,-0.51,-0.01,-0.86,-0.01,26,-218365952,-826.98,4592804,66.66666666666667,10070
18016,0.0,-11.65,0.0,0.0,0,,,,100.0,15,15.53,99.56,0,,Force Sensor 3,0,0,358.37,-60.94,-177.62,1.56,-599.69,1.81,9.11,0.03,11.3,-10.5,46.0,-66.75,-0.55,-0.01,-0.83,-0.01,26,-218398720,-847.65,4592817,66.66666666666667,10085
18030,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.39,94.36,0,,Force Sensor 3,0,0,358.81,-72.44,-176.19,1.75,-595.19,0.56,10.78,0.18,10.89,-10.5,46.0,-66.75,-0.59,-0.01,-0.81,-0.01,26,-213876736,-902.52,4592830,83.33333333333333,10099
18046,0.0,16.74,0.0,0.0,0,M,M,M,100.0,15,15.66,102.01,0,0.0,Force Sensor 3,1,0,358.94,-78.19,-174.37,1.5,-597.44,0.81,12.44,0.04,7.53,-10.5,46.0,-66.75,-0.67,-0.01,-0.74,-0.01,26,-224854016,-933.17,4592843,50.0,10115
18063,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.04,109.13,0,,Force Sensor 3,0,0,359.12,-84.19,-178.81,1.75,-631.19,-0.25,15.08,0.2,6.38,-10.5,46.0,-66.75,-0.71,-0.01,-0.7,-0.0,26,-220692480,-996.32,4592856,83.33333333333333,10132
18079,0.0,0.0,0.0,0.0,0,,,,100.0,15,14.91,109.25,0,,Force Sensor 3,0,0,359.37,-83.44,-1.12,1.69,-618.69,1.81,15.97,0.08,4.85,-44.5,47.5,-51.75,-0.78,-0.01,-0.63,-0.0,26,-222855168,-1032.01,4592869,55.555555555555564,10148
18092,0.0,0.0,0.0,0.0,0,,,,100.0,15,14.9,109.06,0,,Force Sensor 3,0,0,359.44,-77.56,-5.5,1.56,-614.94,1.12,16.53,0.11,2.92,-44.5,47.5,-51.75,-0.81,-0.01,-0.59,-0.0,26,-221151232,-1111.14,4592882,83.33333333333333,10161
18107,0.0,0.0,0.0,0.0,0,,,,100.0,15,14.76,101.62,0,,Force Sensor 3,0,0,359.56,-71.75,-3.81,1.81,-599.0,1.87,15.8,0.04,-0.1,-44.5,47.5,-51.75,-0.84,-0.01,-0.54,-0.0,26,-215678976,-1195.03,4592895,58.82352941176471,10176
18123,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.27,101.59,0,,Force Sensor 3,0,0,359.75,-60.06,-2.44,1.5,-612.94,0.44,17.89,0.16,-2.18,-44.5,47.5,-51.75,-0.87,-0.01,-0.5,-0.0,26,-216629248,-1266.09,4592908,66.66666666666667,10192
18141,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.27,111.71,0,,Force Sensor 3,0,0,0.06,-37.19,-1.62,1.44,-628.31,1.62,12.41,-0.01,-10.67,-67.5,48.0,-24.75,-0.96,-0.01,-0.27,0.0,26,-208404480,-1362.27,4592957,71.42857142857143,10210
18152,0.0,-0.09,0.0,0.0,0,,,,100.0,15,15.27,111.71,0,,Force Sensor 3,0,0,0.19,-24.69,-1.44,2.31,-663.31,0.19,13.1,0.05,-12.29,-74.69,46.19,9.56,-0.98,-0.01,-0.21,0.0,26,-209125376,-1412.97,4592967,62.5,10221
18169,0.0,-1.48,0.0,0.0,0,,,,100.0,15,14.75,104.09,0,,Force Sensor 3,0,0,0.25,-18.19,-1.44,2.37,-669.69,2.25,11.58,0.0,-13.82,-74.69,46.19,9.56,-0.99,-0.01,-0.16,0.0,26,-217415680,-1434.19,4592978,62.5,10238
18182,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.13,101.66,0,,Force Sensor 3,0,0,0.31,-11.75,-1.37,1.5,-671.19,1.12,11.37,0.0,-15.68,-74.69,46.19,9.56,-1.0,-0.01,-0.05,0.0,26,-213712896,-1473.75,4592994,83.33333333333333,10251
18198,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.25,99.05,0,,Force Sensor 3,0,0,0.5,1.12,-1.37,1.87,-670.37,2.12,7.58,0.06,-16.44,-74.69,46.19,9.56,-1.0,-0.01,0.01,0.0,26,-211386368,-1475.34,4593004,62.5,10267
18213,0.0,0.0,0.0,0.0,0,,,,100.0,15,14.85,99.12,0,,Force Sensor 3,0,0,0.56,7.5,-1.44,1.81,-664.81,0.69,7.77,0.01,-18.31,-62.19,43.69,44.06,-1.0,-0.01,0.07,0.01,26,-219709440,-1488.33,4593013,58.82352941176471,10282
18231,0.0,-0.18,0.0,0.0,0,,,,100.0,15,15.38,104.49,0,,Force Sensor 3,0,0,0.56,7.5,-1.44,2.0,-635.31,1.06,6.08,0.08,-18.17,-62.19,43.69,44.06,-0.99,-0.01,0.12,0.01,26,-215416832,-1484.87,4593025,62.5,10300
18247,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.38,94.42,0,,Force Sensor 3,0,0,0.69,19.62,-1.56,1.69,-617.69,1.87,3.17,-0.04,-18.43,-62.19,43.69,44.06,-0.99,-0.01,0.17,0.01,26,-216268800,-1463.17,4593040,62.5,10316
18259,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.61,94.39,0,,Force Sensor 3,0,0,0.75,25.69,-1.62,1.81,-624.0,0.62,-1.66,-0.12,-19.27,-62.19,43.69,44.06,-0.96,-0.01,0.28,0.01,26,-211582976,-1420.28,4593052,76.92307692307692,10328
18276,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.62,84.1,0,,Force Sensor 3,0,0,0.81,32.0,-1.75,2.0,-654.75,1.37,-2.81,-0.07,-19.01,-29.37,39.69,68.25,-0.94,-0.01,0.33,0.01,26,-216924160,-1365.64,4593064,66.66666666666667,10345
18293,0.0,0.0,0.0,0.0,0,,,,100.0,15,16.14,84.36,0,,Force Sensor 3,0,0,0.88,38.69,-1.87,1.5,-673.37,0.94,-1.61,-0.02,-18.91,-29.37,39.69,68.25,-0.92,-0.01,0.38,0.01,26,-214138880,-1347.25,4593077,58.82352941176471,10362
18304,0.0,0.0,0.0,0.0,0,,,,100.0,15,16.13,91.81,0,,Force Sensor 3,0,0,1.06,51.31,-2.37,2.06,-634.69,1.31,-5.3,0.0,-17.46,-29.37,39.69,68.25,-0.88,-0.01,0.48,0.01,26,-212303872,-1304.31,4593092,76.92307692307692,10373
18321,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.51,109.66,0,,Force Sensor 3,0,0,1.12,57.25,-2.75,1.5,-624.37,1.06,-9.24,-0.07,-16.85,-29.37,39.69,68.25,-0.85,-0.01,0.53,0.01,26,-212697088,-1276.39,4593103,58.82352941176471,10390
18335,0.0,0.0,0.0,0.0,0,,,,100.0,15,14.87,101.56,0,,Force Sensor 3,0,0,1.25,63.31,-3.31,2.5,-644.56,1.37,-10.96,0.02,-14.73,14.06,35.69,71.06,-0.82,-0.01,0.57,0.01,26,-213778432,-1227.16,4593116,66.66666666666667,10404
18349,0.0,-7.3,0.0,0.0,0,,,,100.0,15,15.27,101.56,0,,Force Sensor 3,0,0,1.44,75.69,-6.06,0.88,-644.06,1.94,-11.11,-0.1,-14.64,14.06,35.69,71.06,-0.79,-0.01,0.61,0.01,26,-214171648,-1190.33,4593129,83.33333333333333,10418
18364,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.4,107.0,0,,Force Sensor 3,0,0,1.5,81.62,-10.38,1.94,-619.0,0.56,-12.41,-0.29,-12.96,14.06,35.69,71.06,-0.72,-0.01,0.69,0.01,26,-209027072,-1154.65,4593146,58.82352941176471,10433
18381,0.0,-0.0,0.0,0.0,0,,,,100.0,15,15.0,106.78,0,,Force Sensor 3,0,0,1.75,86.06,-178.5,0.75,-609.44,1.81,-14.56,-0.01,-10.49,14.06,35.69,71.06,-0.68,-0.01,0.73,0.01,26,-209321984,-1144.5,4593155,83.33333333333333,10450
18393,0.0,0.0,0.0,0.0,0,,,,100.0,15,15.0,104.06,0,,Force Sensor 3,0,0,2.56,60.0,-177.12,0.88,-528.0,2.0,-18.31,-0.23,-1.75,52.0,33.19,51.0,-0.46,-0.0,0.89,0.01,26,-212205568,-986.99,4593209,58.82352941176471,10462
