Time, Force Sensor 1,Force Sensor 2,Force Sensor 3,Force Sensor 4,N-mode attribute,Anomaly?,Anomaly Mode,Attribute,Desired Speed,D-mode attribute,Shaft Control Effort,Actual Speed,ToolHeadNo,Merged Attribute,Force Sensor Number,Anomaly Mode Encode,V-mode attribute,Orient. x,Orient. y,Orient. z,AngVel x,AngVel y,AngVel z,LinAcc. x,LinAcc. y,LinAcc. z,Mag. x ,Mag. y,Mag. z, Quat. w, Quat. x, Quat. y, Quat. z,Temp,Audio,Strain Gage,MCU Time,Sample Freq,Rel Time,Force Sensor 1,N-mode?,V-mode?,D-mode?,Binary Macro Health Mode,Multi-class Sublevel Mode,Multi-class Sublevel Mode Enc
152623,0.0,0,0,0,0,,,,150.0,15,15.31,162.21,0,,Force Sensor 3,0,0,16.31,35.5,-3.19,2.06,-858.62,1.56,2.06,-0.03,-9.06,-39.06,48.06,-56.38,-0.92,0.03,0.37,0.13,26,-219119616,573.26,3672670,62.5,16963,0,False,False,False,H,H,0
152638,0.0,0,0,0,0,,,,150.0,15,15.29,161.77,0,,Force Sensor 3,0,0,16.56,44.06,-3.62,2.44,-886.44,1.12,1.54,0.01,-10.89,-72.0,48.75,-14.56,-0.88,0.04,0.45,0.13,26,-212697088,514.24,3672683,76.92307692307692,16978,0,False,False,False,H,H,0
152652,0.0,0,0,0,0,M,M,M,150.0,15,15.04,154.77,0,0.0,Force Sensor 3,1,0,17.0,62.25,-5.69,2.75,-961.56,1.81,2.09,-0.05,-11.08,-72.0,48.75,-14.56,-0.85,0.05,0.52,0.13,26,-215482368,463.8,3672696,58.82352941176471,16992,0,False,False,False,H,H,0
152670,0.0,0,0,0,0,,,,150.0,15,15.65,141.64,0,,Force Sensor 3,0,0,17.31,71.31,-8.25,2.31,-946.75,1.31,0.52,-0.19,-10.77,-72.0,48.75,-14.56,-0.75,0.07,0.64,0.12,26,-213123072,432.85,3672712,62.5,17010,0,False,False,False,H,H,0
152687,0.0,0,0,0,0,M,M,M,150.0,15,16.05,144.57,0,0.0,Force Sensor 3,1,0,17.56,80.31,-15.88,2.94,-948.12,1.62,-1.39,-0.12,-11.39,-68.69,45.19,36.56,-0.7,0.08,0.7,0.11,26,-214040576,416.66,3672723,66.66666666666667,17027,0,False,False,False,H,H,0
152698,0.0,0,0,0,0,,,,150.0,15,16.17,136.91,0,,Force Sensor 3,0,0,17.94,87.37,-2.56,2.44,-960.87,1.56,-2.02,-0.29,-10.41,-68.69,45.19,36.56,-0.64,0.09,0.76,0.1,26,-212566016,425.98,3672736,90.9090909090909,17038,0,False,False,False,H,H,0
152718,0.0,0,0,0,0,,,,150.0,15,16.55,139.26,0,,Force Sensor 3,0,0,18.87,71.31,-171.87,3.06,-953.19,1.69,-5.32,-0.03,-10.28,-68.69,45.19,36.56,-0.58,0.1,0.81,0.1,26,-214827008,449.03,3672749,50.0,17058,0,False,False,False,H,H,0
152732,0.0,0,0,0,0,,,,150.0,15,16.57,141.74,0,,Force Sensor 3,0,0,19.5,62.0,-174.5,2.37,-974.56,1.37,-4.72,-0.38,-9.91,-68.69,45.19,36.56,-0.44,0.11,0.89,0.08,26,-213581824,493.42,3672764,66.66666666666667,17072,0,False,False,False,H,H,0
152744,0.0,0,0,0,0,,,,150.0,15,16.57,141.74,0,,Force Sensor 3,0,0,14.25,43.19,-176.56,2.81,-966.25,1.5,-5.15,-0.11,-7.05,-22.56,39.38,73.0,-0.36,0.12,0.92,0.07,26,-220299264,555.14,3672775,76.92307692307692,17084,0,False,False,False,H,H,0
152760,0.0,0,0,0,0,,,,150.0,15,16.57,126.86,0,,Force Sensor 3,0,0,14.5,33.75,-177.0,2.12,-980.5,2.44,-6.59,-0.26,-7.19,-22.56,39.38,73.0,-0.29,0.12,0.95,0.06,26,-208535552,633.4,3672788,62.5,17100,0,False,False,False,H,H,0
152774,0.0,0,0,0,0,,,,150.0,15,17.09,134.56,0,,Force Sensor 3,0,0,15.56,-13.38,-177.56,2.25,-880.31,1.06,-3.23,-0.17,-0.16,42.69,33.88,59.06,0.19,0.13,0.97,-0.01,26,-210337792,989.63,3672845,83.33333333333333,17114,0,False,False,False,H,H,0
152791,0.0,0,0,0,0,,,,150.0,15,16.35,162.04,0,,Force Sensor 3,0,0,15.94,-30.25,-177.31,1.75,-870.0,1.62,-3.86,-0.11,1.08,42.69,33.88,59.06,0.33,0.13,0.93,-0.03,26,-209649664,1070.55,3672859,58.82352941176471,17131,0,False,False,False,H,H,0
152807,0.0,0,0,0,0,,,,150.0,15,15.34,156.93,0,,Force Sensor 3,0,0,16.19,-38.69,-177.0,2.37,-875.12,1.44,-2.73,-0.28,1.86,42.69,33.88,59.06,0.4,0.13,0.91,-0.04,26,-216104960,1141.54,3672869,58.82352941176471,17147,0,False,False,False,H,H,0
152822,0.0,0,0,0,0,,,,150.0,15,15.59,161.82,0,,Force Sensor 3,0,0,10.13,-47.0,-176.62,1.87,-858.25,1.31,-0.28,-0.11,1.72,75.87,33.19,6.25,0.4,0.13,0.91,-0.04,26,-216924160,1204.39,3672879,76.92307692307692,17162,0,False,False,False,H,H,0
152835,0.0,0,0,0,0,,,,150.0,15,15.34,167.11,0,,Force Sensor 3,0,0,11.0,-54.94,-175.94,2.5,-826.06,1.5,-3.73,-0.17,3.27,75.87,33.19,6.25,0.52,0.13,0.84,-0.05,26,-216170496,1248.5,3672892,66.66666666666667,17175,0,False,False,False,H,H,0
152852,0.0,0,0,0,0,,,,150.0,15,15.06,166.71,0,,Force Sensor 3,0,0,11.69,-63.06,-174.87,2.19,-876.62,1.37,1.66,-0.18,2.12,75.87,33.19,6.25,0.58,0.12,0.8,-0.06,26,-213286912,1285.75,3672908,58.82352941176471,17192,0,False,False,False,H,H,0
152868,0.0,0,0,0,0,,,,150.0,15,15.07,169.47,0,,Force Sensor 3,0,0,12.75,-79.56,-167.12,2.12,-844.94,1.31,2.62,-0.01,2.68,75.87,33.19,6.25,0.64,0.12,0.76,-0.07,26,-207093760,1296.68,3672918,71.42857142857143,17208,0,False,False,False,H,H,0
152879,0.0,0,0,0,0,M,M,M,150.0,15,14.92,169.58,0,0.0,Force Sensor 3,1,0,13.06,-86.62,-177.62,1.56,-799.31,1.5,2.0,-0.12,2.88,64.06,36.75,-42.38,0.69,0.11,0.71,-0.08,26,-220069888,1302.9,3672931,66.66666666666667,17219,0,False,False,False,H,H,0
152894,0.0,0,0,0,0,,,,150.0,15,14.91,166.94,0,,Force Sensor 3,0,0,13.38,-84.31,-2.31,2.25,-826.25,1.44,-0.06,-0.13,1.34,64.06,36.75,-42.38,0.78,0.1,0.61,-0.09,26,-218431488,1305.16,3672944,76.92307692307692,17234,0,False,False,False,H,H,0
152908,0.0,0,0,0,0,,,,150.0,15,15.03,164.18,0,,Force Sensor 3,0,0,13.94,-68.0,-6.31,2.25,-902.75,1.44,5.3,0.04,0.51,64.06,36.75,-42.38,0.86,0.09,0.49,-0.11,26,-220921856,1271.31,3672959,62.5,17248,0,False,False,False,H,H,0
152924,0.0,0,0,0,0,,,,150.0,15,15.14,159.51,0,,Force Sensor 3,0,0,14.19,-59.13,-4.62,2.19,-922.06,1.81,2.71,-0.25,-0.77,64.06,36.75,-42.38,0.9,0.08,0.42,-0.11,26,-220168192,1231.08,3672970,62.5,17264,0,False,False,False,H,H,0
152941,0.0,0,0,0,0,,,,150.0,15,15.38,149.18,0,,Force Sensor 3,0,0,14.44,-49.81,-3.75,3.12,-964.81,1.31,4.47,-0.15,-1.79,23.69,43.0,-68.0,0.93,0.07,0.34,-0.12,26,-221904896,1168.33,3672983,55.55555555555557,17281,0,False,False,False,H,H,0
152959,0.0,0,0,0,0,,,,150.0,15,15.77,144.62,0,,Force Sensor 3,0,0,14.94,-30.5,-2.87,3.0,-998.81,1.31,7.04,-0.19,-4.02,23.69,43.0,-68.0,0.96,0.06,0.26,-0.13,26,-218169344,1086.12,3672996,66.66666666666667,17299,0,False,False,False,H,H,0
152972,0.0,0,0,0,0,,,,150.0,15,16.13,139.16,0,,Force Sensor 3,0,0,15.13,-20.87,-2.69,2.75,-997.44,1.37,6.31,-0.01,-6.47,23.69,43.0,-68.0,0.99,0.03,0.09,-0.13,26,-230457344,998.37,3673012,66.66666666666667,17312,0,False,False,False,H,H,0
152988,0.0,0,0,0,0,M,M,M,150.0,15,16.41,149.28,0,0.0,Force Sensor 3,1,0,15.31,-10.94,-2.56,2.62,-1031.0,2.06,6.31,-0.01,-6.47,-31.37,48.06,-61.0,0.99,0.02,0.01,-0.14,26,-218726400,886.95,3673022,66.66666666666667,17328,0,False,False,False,H,H,0
153003,0.0,0,0,0,0,,,,150.0,15,16.28,142.03,0,,Force Sensor 3,0,0,15.56,-0.94,-2.56,2.75,-1032.88,1.62,8.01,-0.2,-8.13,-31.37,48.06,-61.0,0.99,0.01,-0.08,-0.14,26,-217677824,786.41,3673035,66.66666666666667,17343,0,False,False,False,H,H,0
153020,0.0,0,0,0,0,,,,150.0,15,16.27,139.54,0,,Force Sensor 3,0,0,15.94,18.94,-2.75,3.06,-1038.69,2.37,5.59,-0.21,-9.48,-31.37,48.06,-61.0,0.98,0.0,-0.17,-0.14,26,-219381760,692.01,3673051,62.5,17360,0,False,False,False,H,H,0
153035,0.0,0,0,0,0,,,,150.0,15,16.4,141.69,0,,Force Sensor 3,0,0,16.87,58.13,-5.0,2.87,-977.56,1.56,0.91,-0.05,-11.4,-71.56,48.75,-15.25,0.82,-0.06,-0.55,-0.12,26,-214040576,455.88,3673095,71.42857142857143,17375,0,False,False,False,H,H,0
153047,0.0,0,0,0,0,,,,150.0,15,16.3,149.69,0,,Force Sensor 3,0,0,17.44,76.44,-11.38,2.62,-938.37,1.81,-0.02,-0.11,-11.02,-71.56,48.75,-15.25,0.77,-0.07,-0.62,-0.12,26,-210829312,439.76,3673107,71.42857142857143,17387,0,False,False,False,H,H,0
153064,0.0,0,0,0,0,M,M,M,150.0,15,16.43,149.69,0,0.0,Force Sensor 3,1,0,17.75,84.87,-2.62,2.19,-918.06,1.62,-0.93,-0.2,-10.79,-71.56,48.75,-15.25,0.72,-0.07,-0.68,-0.11,26,-216924160,416.69,3673116,58.82352941176471,17404,0,False,False,False,H,H,0
153078,0.0,0,0,0,0,,,,150.0,15,15.91,146.9,0,,Force Sensor 3,0,0,18.12,84.94,-177.37,2.87,-900.69,1.5,-1.09,-0.12,-9.75,-66.06,44.75,43.19,0.67,-0.08,-0.73,-0.11,26,-214794240,423.32,3673129,71.42857142857143,17418,0,False,False,False,H,H,0
153093,0.0,0,0,0,0,,,,150.0,15,16.05,149.33,0,,Force Sensor 3,0,0,18.56,76.94,-168.31,2.25,-872.94,1.62,-3.61,-0.13,-9.76,-66.06,44.75,43.19,0.56,-0.1,-0.82,-0.09,26,-218726400,437.63,3673140,62.5,17433,0,False,False,False,H,H,0
153111,0.0,0,0,0,0,,,,150.0,15,15.29,149.54,0,,Force Sensor 3,0,0,19.0,68.69,-172.81,2.69,-866.69,1.69,-4.51,-0.12,-8.23,-66.06,44.75,43.19,0.5,-0.1,-0.86,-0.09,26,-213876736,469.91,3673153,71.42857142857143,17451,0,False,False,False,H,H,0
153122,0.0,0,0,0,0,,,,150.0,15,15.91,151.76,0,,Force Sensor 3,0,0,20.44,51.63,-175.87,2.0,-890.0,1.87,-4.98,-0.13,-7.4,-66.06,44.75,43.19,0.43,-0.11,-0.89,-0.08,26,-217251840,515.47,3673165,83.33333333333333,17462,0,False,False,False,H,H,0
153138,0.0,0,0,0,0,,,,150.0,15,15.8,159.57,0,,Force Sensor 3,0,0,14.25,43.31,-176.5,2.25,-860.69,1.31,-6.28,-0.25,-6.36,-17.5,39.69,73.75,0.3,-0.12,-0.95,-0.06,26,-213417984,568.25,3673179,58.82352941176471,17478,0,False,False,False,H,H,0
153152,0.0,0,0,0,0,,,,150.0,15,15.4,154.29,0,,Force Sensor 3,0,0,14.44,35.0,-176.94,2.25,-864.62,1.62,-6.19,-0.23,-5.86,-17.5,39.69,73.75,0.22,-0.12,-0.97,-0.05,26,-213057536,642.77,3673191,58.82352941176471,17492,0,False,False,False,H,H,0
153170,0.0,0,0,0,0,,,,150.0,15,16.03,156.98,0,,Force Sensor 3,0,0,14.63,26.5,-177.25,1.81,-868.0,1.56,-6.34,-0.15,-3.57,-17.5,39.69,73.75,0.15,-0.13,-0.98,-0.04,26,-212402176,713.59,3673204,76.92307692307692,17510,0,False,False,False,H,H,0
153182,0.0,0,0,0,0,,,,150.0,15,15.53,152.23,0,,Force Sensor 3,0,0,15.06,9.94,-177.5,2.56,-850.06,1.44,-8.14,-0.24,-2.39,-17.5,39.69,73.75,0.08,-0.13,-0.99,-0.03,26,-216334336,799.53,3673217,62.5,17522,0,False,False,False,H,H,0
153199,0.0,0,0,0,0,,,,150.0,15,15.76,156.77,0,,Force Sensor 3,0,0,15.25,1.25,-177.56,1.87,-900.31,2.25,-6.42,-0.33,-3.2,40.88,34.19,60.56,-0.07,-0.13,-0.99,-0.01,26,-210010112,890.8,3673230,71.42857142857143,17539,0,False,False,False,H,H,0
153213,0.0,0,0,0,0,M,M,M,150.0,15,15.53,156.98,0,0.0,Force Sensor 3,1,0,15.44,-7.56,-177.56,2.94,-918.19,1.19,-4.84,-0.13,-0.68,40.88,34.19,60.56,-0.14,-0.13,-0.98,-0.0,26,-213843968,969.93,3673243,55.55555555555557,17553,0,False,False,False,H,H,0
153229,0.0,0,0,0,0,,,,150.0,15,16.15,146.75,0,,Force Sensor 3,0,0,15.81,-25.06,-177.37,2.31,-903.37,1.75,-6.27,-0.35,0.29,40.88,34.19,60.56,-0.22,-0.13,-0.97,0.01,26,-214040576,1056.04,3673256,71.42857142857143,17569,0,False,False,False,H,H,0
153244,0.0,0,0,0,0,M,M,M,150.0,15,16.03,151.92,0,0.0,Force Sensor 3,1,0,16.06,-34.06,-177.19,2.06,-935.19,1.31,-3.43,-0.18,-0.17,40.88,34.19,60.56,-0.29,-0.13,-0.95,0.02,26,-209879040,1128.08,3673269,66.66666666666667,17584,0,False,False,False,H,H,0
153257,0.0,0,0,0,0,,,,150.0,15,15.78,141.84,0,,Force Sensor 3,0,0,16.31,-43.19,-176.81,2.25,-948.56,1.62,-1.58,-0.08,1.77,76.25,33.19,13.69,-0.44,-0.13,-0.89,0.04,26,-219578368,1200.56,3673283,76.92307692307692,17597,0,False,False,False,H,H,0
153274,0.0,0,0,0,0,,,,150.0,15,15.91,144.52,0,,Force Sensor 3,0,0,13.5,-81.94,-17.0,2.37,-950.75,1.44,4.41,-0.13,0.37,64.87,36.0,-39.69,-0.8,-0.1,-0.59,0.1,26,-213843968,1309.03,3673344,58.82352941176471,17614,0,False,False,False,H,H,0
153290,0.0,0,0,0,0,,,,150.0,15,16.15,141.69,0,,Force Sensor 3,0,0,14.06,-63.69,-5.37,2.56,-965.94,2.0,5.65,-0.22,-0.27,64.87,36.0,-39.69,-0.84,-0.09,-0.52,0.1,26,-216072192,1298.05,3673356,62.5,17630,0,False,False,False,H,H,0
153305,0.0,0,0,0,0,,,,150.0,15,16.3,144.32,0,,Force Sensor 3,0,0,14.31,-54.56,-4.12,2.37,-944.75,1.25,4.28,0.12,-0.97,64.87,36.0,-39.69,-0.88,-0.08,-0.45,0.11,26,-214171648,1258.23,3673369,66.66666666666667,17645,0,False,False,False,H,H,0
153322,0.0,0,0,0,0,,,,150.0,15,16.29,146.8,0,,Force Sensor 3,0,0,14.56,-45.44,-3.44,2.56,-946.31,1.69,7.48,-0.09,-1.71,19.25,42.19,-69.5,-0.91,-0.07,-0.38,0.12,26,-218923008,1204.58,3673378,71.42857142857143,17662,0,False,False,False,H,H,0
153334,0.0,0,0,0,0,,,,150.0,15,16.05,152.07,0,,Force Sensor 3,0,0,14.75,-36.5,-3.06,2.81,-925.31,1.75,7.27,0.01,-2.23,19.25,42.19,-69.5,-0.96,-0.05,-0.24,0.13,26,-219054080,1137.44,3673391,62.5,17674,0,False,False,False,H,H,0
153348,0.0,0,0,0,0,,,,150.0,15,15.79,149.38,0,,Force Sensor 3,0,0,14.94,-27.94,-2.81,1.94,-889.5,1.12,4.29,-0.05,-4.29,19.25,42.19,-69.5,-0.98,-0.04,-0.16,0.13,26,-213680128,1059.47,3673403,83.33333333333333,17688,0,False,False,False,H,H,0
153362,0.0,0,0,0,0,,,,150.0,15,15.92,161.99,0,,Force Sensor 3,0,0,15.31,-10.56,-2.56,1.87,-911.69,1.81,7.02,-0.08,-5.93,19.25,42.19,-69.5,-0.99,-0.03,-0.09,0.13,26,-232554496,972.52,3673418,58.82352941176471,17702,0,False,False,False,H,H,0
153380,0.0,0,0,0,0,,,,150.0,15,15.65,154.19,0,,Force Sensor 3,0,0,15.5,-1.81,-2.56,2.69,-910.0,1.12,7.18,-0.12,-6.45,-35.75,47.38,-58.69,-0.99,-0.02,-0.01,0.14,26,-224329728,870.49,3673427,66.66666666666667,17720,0,False,False,False,H,H,0
153396,0.0,0,0,0,0,,,,150.0,15,15.67,164.41,0,,Force Sensor 3,0,0,15.69,6.75,-2.56,2.31,-891.31,1.56,5.57,0.0,-6.85,-35.75,47.38,-58.69,-0.99,-0.01,0.06,0.14,26,-217284608,795.15,3673439,83.33333333333333,17736,0,False,False,False,H,H,0
153406,0.0,0,0,0,0,,,,150.0,15,15.15,156.93,0,,Force Sensor 3,0,0,15.88,15.44,-2.69,2.69,-897.81,1.69,6.16,-0.04,-8.49,-35.75,47.38,-58.69,-0.97,0.01,0.21,0.14,26,-210337792,703.27,3673452,58.82352941176471,17746,0,False,False,False,H,H,0
153424,0.0,0,0,0,0,,,,150.0,15,15.52,156.71,0,,Force Sensor 3,0,0,16.06,24.0,-2.87,2.94,-859.62,1.19,4.31,-0.04,-8.57,-35.75,47.38,-58.69,-0.95,0.02,0.28,0.14,26,-215515136,627.35,3673467,58.82352941176471,17764,0,False,False,False,H,H,0
153441,0.0,0,0,0,0,,,,150.0,15,15.0,164.58,0,,Force Sensor 3,0,0,16.44,40.56,-3.5,2.06,-854.94,1.62,3.36,-0.14,-9.06,-69.75,50.25,-19.56,-0.93,0.03,0.35,0.13,26,-222035968,560.01,3673478,66.66666666666667,17781,0,False,False,False,H,H,0
153457,0.0,0,0,0,0,,,,150.0,15,15.12,154.24,0,,Force Sensor 3,0,0,16.62,48.88,-4.06,2.56,-866.37,1.19,0.94,-0.13,-10.74,-69.75,50.25,-19.56,-0.87,0.04,0.48,0.13,26,-216432640,507.19,3673491,66.66666666666667,17797,0,False,False,False,H,H,0
153470,0.0,0,0,0,0,,,,150.0,15,15.64,156.82,0,,Force Sensor 3,0,0,16.87,57.69,-5.0,2.62,-910.37,1.56,0.56,-0.09,-10.63,-69.75,50.25,-19.56,-0.83,0.05,0.55,0.12,26,-214237184,462.43,3673504,71.42857142857143,17810,0,False,False,False,H,H,0
153485,0.0,0,0,0,0,,,,150.0,15,16.0,139.26,0,,Force Sensor 3,0,0,17.44,75.44,-10.63,2.44,-930.37,1.56,-0.7,-0.08,-11.53,-69.75,50.25,-19.56,-0.78,0.06,0.61,0.12,26,-214597632,433.02,3673518,62.5,17825,0,False,False,False,H,H,0
153504,0.0,0,0,0,0,,,,150.0,15,16.39,147.1,0,,Force Sensor 3,0,0,17.75,84.19,-2.62,2.69,-945.81,1.5,-1.68,-0.16,-11.02,-70.87,47.0,32.38,-0.73,0.07,0.67,0.11,26,-219480064,420.76,3673530,62.5,17844,0,False,False,False,H,H,0
153515,0.0,0,0,0,0,,,,150.0,15,16.0,131.71,0,,Force Sensor 3,0,0,18.12,85.12,-177.31,2.31,-952.37,2.19,-1.91,-0.09,-10.75,-70.87,47.0,32.38,-0.61,0.09,0.78,0.1,26,-216236032,428.77,3673543,66.66666666666667,17855,0,False,False,False,H,H,0
153531,0.0,0,0,0,0,,,,150.0,15,16.77,136.82,0,,Force Sensor 3,0,0,14.56,29.62,-177.12,2.5,-994.25,1.81,-4.63,-0.29,-5.19,-28.87,40.0,71.56,-0.17,0.13,0.98,0.04,26,-202375168,640.86,3673604,62.5,17871,0,False,False,False,H,H,0
153546,0.0,0,0,0,0,,,,150.0,15,16.54,136.77,0,,Force Sensor 3,0,0,15.0,10.5,-177.5,2.62,-984.12,2.31,-5.33,-0.11,-4.21,-28.87,40.0,71.56,-0.09,0.13,0.99,0.03,26,-210829312,738.31,3673618,66.66666666666667,17886,0,False,False,False,H,H,0
153563,0.0,0,0,0,0,,,,150.0,15,16.55,131.75,0,,Force Sensor 3,0,0,15.25,0.94,-177.56,2.06,-987.37,1.94,-3.87,-0.06,-3.01,36.06,33.5,62.88,-0.01,0.13,0.99,0.02,26,-209158144,834.42,3673627,62.5,17903,0,False,False,False,H,H,0
153577,0.0,0,0,0,0,,,,150.0,15,16.81,124.28,0,,Force Sensor 3,0,0,15.44,-8.31,-177.56,2.69,-964.87,1.37,-3.38,-0.4,-1.22,36.06,33.5,62.88,0.07,0.13,0.99,0.01,26,-212402176,929.09,3673638,83.33333333333333,17917,0,False,False,False,H,H,0
153592,0.0,0,0,0,0,,,,150.0,15,16.82,134.24,0,,Force Sensor 3,0,0,15.63,-17.12,-177.5,1.87,-911.5,1.87,-3.44,-0.04,-0.53,36.06,33.5,62.88,0.22,0.13,0.97,-0.01,26,-216727552,1009.95,3673650,58.82352941176471,17932,0,False,False,False,H,H,0
153605,0.0,0,0,0,0,,,,150.0,15,16.71,151.92,0,,Force Sensor 3,0,0,15.81,-25.56,-177.37,2.31,-875.5,1.19,-3.0,-0.03,1.56,36.06,33.5,62.88,0.29,0.13,0.95,-0.02,26,-215777280,1076.38,3673666,83.33333333333333,17945,0,False,False,False,H,H,0
153621,0.0,0,0,0,0,,,,150.0,15,15.83,154.29,0,,Force Sensor 3,0,0,16.25,-42.19,-176.81,2.19,-853.75,1.5,-1.84,-0.34,2.05,75.37,32.75,11.75,0.36,0.13,0.92,-0.03,26,-216367104,1125.37,3673675,58.82352941176471,17961,0,False,False,False,H,H,0
153639,0.0,0,0,0,0,,,,150.0,15,15.83,164.3,0,,Force Sensor 3,0,0,10.44,-50.13,-176.37,1.75,-820.75,1.56,-0.91,-0.09,1.89,75.37,32.75,11.75,0.42,0.13,0.9,-0.04,26,-214597632,1174.5,3673686,62.5,17979,0,False,False,False,H,H,0
153654,0.0,0,0,0,0,,,,150.0,15,15.2,159.57,0,,Force Sensor 3,0,0,11.25,-57.88,-175.62,2.25,-799.62,1.12,-3.66,-0.11,3.06,75.37,32.75,11.75,0.48,0.13,0.87,-0.05,26,-219906048,1238.18,3673699,62.5,17994,0,False,False,False,H,H,0
153669,0.0,0,0,0,0,,,,150.0,15,15.43,161.71,0,,Force Sensor 3,0,0,11.88,-65.94,-174.25,2.25,-852.12,1.19,1.89,-0.25,2.27,75.37,32.75,11.75,0.6,0.12,0.79,-0.07,26,-211222528,1278.85,3673714,62.5,18009,0,False,False,False,H,H,0
153686,0.0,0,0,0,0,,,,150.0,15,15.04,161.93,0,,Force Sensor 3,0,0,12.38,-74.12,-171.44,2.25,-852.12,1.19,2.29,-0.18,3.37,65.87,36.5,-38.0,0.65,0.11,0.74,-0.07,26,-194412544,1295.97,3673725,71.42857142857143,18026,0,False,False,False,H,H,0
153699,0.0,0,0,0,0,,,,150.0,15,15.29,159.4,0,,Force Sensor 3,0,0,12.81,-81.81,-163.31,1.69,-778.69,1.5,1.91,-0.14,2.95,65.87,36.5,-38.0,0.7,0.11,0.7,-0.08,26,-209223680,1300.48,3673738,58.82352941176471,18039,0,False,False,False,H,H,0
153715,0.0,0,0,0,0,,,,150.0,15,15.41,161.88,0,,Force Sensor 3,0,0,13.44,-82.37,-18.12,2.25,-775.19,0.75,2.75,-0.11,2.34,65.87,36.5,-38.0,0.79,0.1,0.6,-0.09,26,-220856320,1305.27,3673754,71.42857142857143,18055,0,False,False,False,H,H,0
153727,0.0,0,0,0,0,,,,150.0,15,15.28,159.68,0,,Force Sensor 3,0,0,14.0,-66.75,-6.06,2.0,-845.31,1.25,4.74,-0.16,0.81,65.87,36.5,-38.0,0.83,0.09,0.54,-0.1,26,-216891392,1274.47,3673764,76.92307692307692,18067,0,False,False,False,H,H,0
153743,0.0,0,0,0,0,,,,150.0,15,15.91,149.23,0,,Force Sensor 3,0,0,14.0,-66.75,-6.06,2.12,-867.31,1.37,3.05,-0.1,-0.23,29.5,40.88,-65.87,0.87,0.08,0.48,-0.11,26,-212369408,1240.01,3673777,58.82352941176471,18083,0,False,False,False,H,H,0
153761,0.0,0,0,0,0,,,,150.0,15,15.91,151.86,0,,Force Sensor 3,0,0,14.44,-49.5,-3.75,3.06,-926.0,1.5,3.16,-0.25,-1.4,29.5,40.88,-65.87,0.9,0.08,0.41,-0.11,26,-215449600,1183.42,3673790,62.5,18101,0,False,False,False,H,H,0
153776,0.0,0,0,0,0,,,,150.0,15,15.78,136.77,0,,Force Sensor 3,0,0,15.5,-2.19,-2.56,2.37,-990.87,1.5,4.74,-0.01,-8.24,-21.19,46.69,-66.0,0.99,0.01,-0.07,-0.14,26,-216530944,816.57,3673849,66.66666666666667,18116,0,False,False,False,H,H,0
153789,0.0,0,0,0,0,,,,150.0,15,16.54,142.08,0,,Force Sensor 3,0,0,15.94,17.0,-2.69,3.0,-1005.94,1.87,4.45,-0.11,-9.02,-21.19,46.69,-66.0,0.96,-0.01,-0.23,-0.14,26,-213319680,730.18,3673861,76.92307692307692,18129,0,False,False,False,H,H,0
153805,0.0,0,0,0,0,,,,150.0,15,16.4,141.74,0,,Force Sensor 3,0,0,16.12,26.69,-2.94,2.25,-1006.06,1.62,5.69,0.0,-10.46,-21.19,46.69,-66.0,0.94,-0.02,-0.31,-0.14,26,-217055232,632.74,3673871,62.5,18145,0,False,False,False,H,H,0
153820,0.0,0,0,0,0,,,,150.0,15,16.3,142.08,0,,Force Sensor 3,0,0,16.31,36.13,-3.25,2.87,-976.25,1.37,4.34,-0.24,-10.34,-66.5,48.19,-27.69,0.91,-0.03,-0.39,-0.13,26,-206635008,562.43,3673881,58.82352941176471,18160,0,False,False,False,H,H,0
153838,0.0,0,0,0,0,,,,150.0,15,16.81,147.0,0,,Force Sensor 3,0,0,16.56,45.38,-3.75,2.81,-962.69,1.75,3.26,0.04,-12.33,-66.5,48.19,-27.69,0.88,-0.04,-0.46,-0.13,26,-214663168,493.74,3673898,71.42857142857143,18178,0,False,False,False,H,H,0
153850,0.0,0,0,0,0,,,,150.0,15,16.06,139.59,0,,Force Sensor 3,0,0,17.06,64.12,-6.12,2.62,-964.94,1.69,2.42,-0.26,-11.35,-66.5,48.19,-27.69,0.79,-0.06,-0.59,-0.12,26,-220692480,451.69,3673910,62.5,18190,0,False,False,False,H,H,0
153863,0.0,0,0,0,0,,,,150.0,15,16.43,144.37,0,,Force Sensor 3,0,0,17.31,72.94,-9.13,2.75,-919.06,1.37,0.06,0.03,-10.53,-66.5,48.19,-27.69,0.79,-0.06,-0.59,-0.12,26,-216465408,428.11,3673920,90.9090909090909,18203,0,False,False,False,H,H,0
153880,0.0,0,0,0,0,M,M,M,150.0,15,16.2,146.9,0,0.0,Force Sensor 3,1,0,17.62,81.37,-18.06,2.19,-897.62,1.81,-0.13,-0.22,-10.22,-73.06,47.0,28.87,0.75,-0.07,-0.65,-0.12,26,-220725248,412.01,3673933,55.55555555555557,18220,0,False,False,False,H,H,0
153892,0.0,0,0,0,0,,,,150.0,15,16.07,142.03,0,,Force Sensor 3,0,0,17.94,87.31,-177.31,2.25,-855.44,1.25,-2.45,-0.25,-9.52,-73.06,47.0,28.87,0.64,-0.09,-0.75,-0.1,26,-217513984,421.48,3673949,90.9090909090909,18232,0,False,False,False,H,H,0
