Time, Force Sensor 1,Force Sensor 2,Force Sensor 3,Force Sensor 4,Command,Anomaly?,Anomaly Mode,Attribute,Desired Speed,Desired R,Shaft Control Effort,Actual Speed,ToolHeadNo,Merged Attribute,Force Sensor Number,Anomaly Mode Encode,Active V Attribute,Orient. x,Orient. y,Orient. z,AngVel x,AngVel y,AngVel z,LinAcc. x,LinAcc. y,LinAcc. z,Mag. x ,Mag. y,Mag. z, Quat. w, Quat. x, Quat. y, Quat. z,Temp,Audio,Strain Gage,MCU Time,Sample Freq,Rel Time
55422,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.72,316.11,0,,Force Sensor 3,0,0,16.75,60.0,-5.62,4.12,-1790.56,2.87,-14.93,-0.07,-16.97,76.37,33.19,-4.75,-0.77,0.06,0.62,0.12,26,-218136576,1148.5,1165390,,0
82119,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.35,301.06,0,,Force Sensor 3,0,0,18.87,71.25,-171.31,4.5,-1725.88,2.62,-10.59,-0.25,-3.92,77.5,32.5,-5.56,0.45,-0.11,-0.88,-0.08,26,-213614592,1049.3,1165622,83.33333333333333,26697
82131,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.07,296.14,0,,Force Sensor 3,0,0,20.25,54.38,-175.31,5.0,-1764.0,2.5,-5.08,-0.03,-0.97,77.5,32.5,-5.56,0.32,-0.12,-0.94,-0.06,26,-216825856,883.21,1165631,66.66666666666667,26709
82149,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.58,293.73,0,,Force Sensor 3,0,0,14.06,37.38,-176.62,4.31,-1771.81,3.5,-0.8,-0.24,-2.33,11.56,43.06,-69.5,0.17,-0.12,-0.98,-0.04,26,-213811200,673.76,1165641,55.555555555555564,26727
82166,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.45,288.81,0,,Force Sensor 3,0,0,14.5,19.94,-177.19,4.87,-1824.06,2.31,4.25,-0.13,-3.0,11.56,43.06,-69.5,0.02,-0.13,-0.99,-0.02,26,-218693632,511.06,1165655,71.42857142857143,26744
82181,0.0,22.57,0.0,0.0,0,M,M,M,300.0,15,27.71,288.71,0,0.0,Force Sensor 3,1,0,15.38,-15.69,-177.37,4.94,-1857.31,3.31,12.33,0.04,-6.77,11.56,43.06,-69.5,-0.14,-0.13,-0.98,-0.0,26,-221184000,374.27,1165668,58.82352941176471,26759
82195,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.72,286.59,0,,Force Sensor 3,0,0,15.81,-33.63,-177.0,5.19,-1871.44,2.94,16.85,-0.05,-13.3,11.56,43.06,-69.5,-0.29,-0.13,-0.95,0.02,26,-217677824,288.92,1165680,71.42857142857143,26773
82210,0.0,-13.11,0.0,0.0,0,,,,300.0,15,27.83,288.51,0,,Force Sensor 3,0,0,10.06,-51.69,-176.0,5.19,-1888.44,3.44,15.73,-0.34,-17.75,-71.69,49.56,-10.56,-0.44,-0.13,-0.89,0.04,26,-216137728,262.08,1165693,62.5,26788
82227,0.0,0.0,0.0,0.0,0,,,,300.0,15,28.11,286.29,0,,Force Sensor 3,0,0,11.69,-69.81,-172.75,5.5,-1903.94,3.06,13.78,-0.28,-28.7,-71.69,49.56,-10.56,-0.69,-0.11,-0.71,0.08,26,-212008960,319.63,1165709,62.5,26805
82243,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.87,293.63,0,,Force Sensor 3,0,0,13.44,-73.12,-8.75,5.37,-1921.38,3.87,10.31,-0.18,-31.84,-71.69,49.56,-10.56,-0.88,-0.08,-0.45,0.11,26,-215220224,447.56,1165721,76.92307692307692,26821
82255,0.0,0.0,0.0,0.0,0,M,M,M,300.0,15,27.5,304.08,0,0.0,Force Sensor 3,1,0,14.0,-54.81,-4.5,5.0,-1919.13,3.81,6.76,-0.43,-34.8,-71.69,49.56,-10.56,-0.88,-0.08,-0.45,0.11,26,-209256448,599.48,1165732,66.66666666666667,26833
82271,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.98,306.38,0,,Force Sensor 3,0,0,14.44,-36.44,-3.25,4.69,-1917.56,3.56,3.04,-0.26,-36.07,-20.69,40.06,74.19,-0.98,-0.04,-0.15,0.13,26,-209354752,782.78,1165745,52.631578947368425,26849
82288,0.0,17.11,0.0,0.0,0,M,M,M,300.0,15,26.26,303.46,0,0.0,Force Sensor 3,1,0,15.31,-0.06,-2.75,4.25,-1886.75,3.81,-8.35,-0.56,-31.83,-20.69,40.06,74.19,-0.98,-0.0,0.16,0.14,26,-214073344,940.17,1165760,71.42857142857143,26866
82301,0.0,17.11,0.0,0.0,0,M,M,M,300.0,15,27.0,313.39,0,0.0,Force Sensor 3,1,0,15.69,17.81,-2.87,4.37,-1872.31,2.94,-10.06,-0.44,-29.4,-20.69,40.06,74.19,-0.94,0.02,0.31,0.13,26,-213123072,1066.43,1165772,76.92307692307692,26879
82319,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.49,301.36,0,,Force Sensor 3,0,0,16.12,35.56,-3.44,5.0,-1853.94,3.31,-12.96,-0.51,-22.85,-20.69,40.06,74.19,-0.88,0.04,0.45,0.13,26,-210403328,1124.64,1165784,52.631578947368425,26897
82333,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.87,298.85,0,,Force Sensor 3,0,0,16.56,53.44,-4.69,3.94,-1863.5,3.37,-16.08,-0.46,-13.34,76.37,32.5,2.75,-0.8,0.06,0.58,0.12,26,-216072192,1121.55,1165797,76.92307692307692,26911
82348,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.22,301.16,0,,Force Sensor 3,0,0,15.31,-12.5,-177.37,5.31,-1788.69,2.87,14.68,-0.07,-8.87,14.19,42.69,-69.87,0.26,0.13,0.96,-0.01,26,-217743360,294.04,1165877,62.5,26926
82364,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.1,308.06,0,,Force Sensor 3,0,0,9.38,-46.31,-176.37,4.25,-1757.13,2.75,15.44,-0.23,-14.59,-72.37,48.88,-10.69,0.39,0.13,0.91,-0.03,26,-215056384,223.56,1165888,66.66666666666667,26942
82382,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.71,306.07,0,,Force Sensor 3,0,0,11.19,-63.06,-174.5,5.37,-1748.88,3.19,16.82,-0.23,-18.4,-72.37,48.88,-10.69,0.52,0.12,0.84,-0.05,26,-220364800,235.81,1165901,62.5,26960
82394,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.71,306.07,0,,Force Sensor 3,0,0,12.25,-79.75,-165.81,4.87,-1755.88,3.37,10.63,-0.25,-29.37,-72.37,48.88,-10.69,0.75,0.1,0.65,-0.09,26,-213581824,308.89,1165918,66.66666666666667,26972
82410,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.97,303.46,0,,Force Sensor 3,0,0,13.69,-64.81,-6.0,4.94,-1849.06,3.5,7.07,-0.34,-32.48,-72.37,48.88,-10.69,0.84,0.09,0.53,-0.1,26,-219217920,467.9,1165927,62.5,26988
82427,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.97,291.22,0,,Force Sensor 3,0,0,14.19,-46.75,-3.81,4.81,-1887.38,3.44,4.68,-0.35,-34.9,-28.0,41.56,72.56,0.91,0.07,0.39,-0.11,26,-216989696,673.08,1165940,76.92307692307692,27005
82440,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.59,296.14,0,,Force Sensor 3,0,0,14.63,-28.56,-3.0,4.87,-1895.25,3.75,-1.13,-0.27,-35.6,-28.0,41.56,72.56,0.99,0.04,0.09,-0.13,26,-210468864,855.27,1165953,58.82352941176471,27018
82456,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.6,293.93,0,,Force Sensor 3,0,0,15.06,-10.31,-2.75,4.56,-1883.63,3.25,-10.15,-0.75,-30.05,-28.0,41.56,72.56,0.99,0.01,-0.07,-0.13,26,-216104960,989.75,1165969,62.5,27034
82473,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.46,291.42,0,,Force Sensor 3,0,0,15.88,25.62,-3.06,4.06,-1875.81,3.12,-12.42,-0.09,-26.95,-28.0,41.56,72.56,0.97,-0.01,-0.22,-0.13,26,-213942272,1119.83,1165979,83.33333333333333,27051
82484,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.59,298.65,0,,Force Sensor 3,0,0,16.31,43.56,-3.87,4.87,-1870.31,3.12,-12.79,-0.08,-19.93,73.87,32.5,13.25,0.92,-0.03,-0.37,-0.13,26,-214958080,1176.8,1165992,58.82352941176471,27062
82500,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.75,288.81,0,,Force Sensor 3,0,0,16.81,61.25,-5.87,4.5,-1846.5,2.94,-13.05,-0.19,-12.06,73.87,32.5,13.25,0.76,-0.07,-0.63,-0.12,26,-217284608,1120.03,1166005,66.66666666666667,27078
82517,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.73,286.39,0,,Force Sensor 3,0,0,18.19,82.44,-158.25,4.81,-1858.44,3.0,-13.31,-0.22,-7.9,73.87,32.5,13.25,0.65,-0.08,-0.74,-0.1,26,-218267648,1015.38,1166020,62.5,27095
82537,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.62,291.71,0,,Force Sensor 3,0,0,19.31,64.69,-173.56,5.0,-1891.38,3.0,-5.82,-0.02,-5.57,73.87,32.5,13.25,0.53,-0.1,-0.84,-0.09,26,-210010112,860.94,1166031,55.555555555555564,27115
82548,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.6,290.92,0,,Force Sensor 3,0,0,21.25,46.38,-176.06,4.75,-1915.31,3.0,-4.35,-0.36,-4.96,23.19,41.0,-68.69,0.39,-0.11,-0.91,-0.07,26,-223576064,680.37,1166044,76.92307692307692,27126
82562,0.0,23.3,0.0,0.0,0,M,M,M,300.0,15,27.65,308.79,0,0.0,Force Sensor 3,1,0,14.31,27.69,-177.0,5.06,-1955.81,3.0,10.65,-0.09,-6.71,23.19,41.0,-68.69,0.07,-0.13,-0.99,-0.03,26,-220135424,518.15,1166057,66.66666666666667,27140
82578,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.75,301.16,0,,Force Sensor 3,0,0,15.25,-9.38,-177.44,5.19,-1923.81,3.06,12.71,-0.3,-8.07,23.19,41.0,-68.69,-0.24,-0.13,-0.96,0.01,26,-217448448,399.42,1166071,62.5,27156
82594,0.0,-11.67,0.0,0.0,0,,,,300.0,15,26.65,308.9,0,,Force Sensor 3,0,0,13.06,-82.25,-19.0,4.75,-1814.69,3.94,8.35,-0.35,-30.86,-71.56,48.56,-13.75,-0.84,-0.09,-0.53,0.1,26,-222789632,456.95,1166124,58.82352941176471,27172
82611,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.73,313.71,0,,Force Sensor 3,0,0,13.69,-65.12,-6.06,4.69,-1811.31,3.25,4.31,-0.25,-32.02,-25.25,41.0,73.69,-0.91,-0.07,-0.4,0.11,26,-206110720,616.54,1166135,58.82352941176471,27189
82629,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.49,308.37,0,,Force Sensor 3,0,0,14.19,-47.88,-3.87,4.75,-1783.19,3.69,-0.89,-0.42,-32.37,-25.25,41.0,73.69,-0.96,-0.06,-0.26,0.12,26,-210370560,789.46,1166148,76.92307692307692,27207
82643,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.61,311.2,0,,Force Sensor 3,0,0,15.0,-13.75,-2.75,3.69,-1770.94,3.44,-2.53,-0.34,-32.0,-25.25,41.0,73.69,-0.99,-0.02,0.03,0.13,26,-214204416,950.5,1166163,62.5,27221
82660,0.0,23.3,0.0,0.0,0,M,M,M,300.0,15,26.6,310.99,0,0.0,Force Sensor 3,1,0,15.38,2.87,-2.75,3.87,-1725.63,2.94,-12.33,-0.28,-24.14,-25.25,41.0,73.69,-0.98,-0.0,0.17,0.14,26,-215875584,1075.28,1166175,62.5,27238
82672,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.6,303.67,0,,Force Sensor 3,0,0,15.75,19.44,-2.94,3.87,-1725.63,2.94,-18.37,-0.51,-21.58,74.25,31.75,13.69,-0.94,0.02,0.31,0.13,26,-221708288,1132.99,1166187,66.66666666666667,27250
82690,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.97,308.48,0,,Force Sensor 3,0,0,16.56,52.88,-4.62,4.19,-1763.38,2.69,-15.81,-0.4,-15.7,74.25,31.75,13.69,-0.89,0.04,0.44,0.13,26,-217743360,1134.39,1166200,66.66666666666667,27268
82706,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.35,298.65,0,,Force Sensor 3,0,0,17.06,69.62,-8.13,4.44,-1809.25,3.06,-12.82,-0.04,-8.78,74.25,31.75,13.69,-0.72,0.07,0.69,0.11,26,-220856320,1092.99,1166216,71.42857142857143,27284
82718,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.22,286.39,0,,Force Sensor 3,0,0,18.62,74.87,-169.25,4.62,-1830.25,3.06,-7.23,-0.09,-6.58,74.25,31.75,13.69,-0.6,0.09,0.79,0.1,26,-219611136,989.75,1166226,62.5,27296
82733,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.84,283.49,0,,Force Sensor 3,0,0,20.0,57.0,-174.94,5.12,-1877.38,2.56,-6.01,-0.19,-4.77,30.5,39.75,-67.56,-0.47,0.1,0.87,0.08,26,-220430336,836.62,1166239,71.42857142857143,27311
82748,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.99,276.81,0,,Force Sensor 3,0,0,14.06,38.81,-176.56,4.87,-1904.25,4.0,-0.48,-0.35,-4.19,30.5,39.75,-67.56,-0.17,0.12,0.98,0.05,26,-222003200,635.51,1166254,58.82352941176471,27326
82767,0.0,0.0,0.0,0.0,0,,,,300.0,15,28.49,283.59,0,,Force Sensor 3,0,0,14.5,20.25,-177.19,5.12,-1942.25,3.44,11.0,0.16,-7.54,30.5,39.75,-67.56,-0.01,0.13,0.99,0.02,26,-220463104,470.24,1166267,66.66666666666667,27345
82780,0.0,-0.73,0.0,0.0,0,,,,300.0,15,28.02,279.14,0,,Force Sensor 3,0,0,15.44,-16.75,-177.37,5.56,-1925.13,3.19,12.84,-0.44,-10.85,30.5,39.75,-67.56,0.15,0.13,0.98,0.0,26,-214106112,332.08,1166278,66.66666666666667,27358
82792,0.0,0.0,0.0,0.0,0,,,,300.0,15,28.25,296.34,0,,Force Sensor 3,0,0,15.88,-35.13,-176.94,5.06,-1922.25,3.37,16.47,0.04,-14.44,-65.37,49.0,-24.25,0.3,0.13,0.94,-0.02,26,-218431488,240.75,1166291,76.92307692307692,27370
82809,0.0,17.48,0.0,0.0,0,M,M,M,300.0,15,27.28,303.36,0,0.0,Force Sensor 3,1,0,10.25,-53.38,-175.81,5.5,-1902.81,3.06,15.74,-0.1,-20.55,-65.37,49.0,-24.25,0.58,0.12,0.8,-0.06,26,-217022464,261.86,1166307,58.82352941176471,27387
82824,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.04,310.88,0,,Force Sensor 3,0,0,12.75,-87.44,-2.44,5.31,-1921.56,3.81,13.6,-0.27,-29.34,-65.37,49.0,-24.25,0.7,0.11,0.7,-0.08,26,-211845120,305.1,1166319,58.82352941176471,27402
82841,0.0,6.62,0.0,0.0,0,M,M,M,300.0,15,26.66,311.41,0,0.0,Force Sensor 3,1,0,13.5,-71.06,-7.81,5.06,-1928.31,3.62,9.82,-0.24,-32.62,-65.37,49.0,-24.25,0.81,0.1,0.57,-0.1,26,-210698240,441.83,1166330,66.66666666666667,27419
82858,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.65,315.9,0,,Force Sensor 3,0,0,15.69,17.5,-2.87,3.75,-1790.25,3.19,-11.9,-0.28,-24.46,-33.75,41.25,71.75,0.98,0.0,-0.15,-0.14,26,-207814656,954.74,1166375,71.42857142857143,27436
82873,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.39,313.39,0,,Force Sensor 3,0,0,15.69,17.5,-2.87,4.62,-1758.94,2.94,-13.06,-0.44,-21.38,74.19,32.56,13.56,0.95,-0.02,-0.3,-0.13,26,-211484672,1078.68,1166389,52.631578947368425,27451
82889,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.51,318.4,0,,Force Sensor 3,0,0,16.5,51.06,-4.44,3.94,-1738.56,3.06,-12.99,-0.12,-16.49,74.19,32.56,13.56,0.89,-0.04,-0.43,-0.13,26,-219283456,1105.14,1166400,71.42857142857143,27467
82902,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.23,310.67,0,,Force Sensor 3,0,0,17.0,67.25,-7.25,4.69,-1687.69,2.5,-12.53,-0.23,-10.81,74.19,32.56,13.56,0.74,-0.07,-0.66,-0.11,26,-217513984,1080.03,1166412,66.66666666666667,27480
82919,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.62,308.27,0,,Force Sensor 3,0,0,17.56,83.06,-24.0,4.19,-1691.63,2.56,-12.43,-0.22,-4.7,74.19,32.56,13.56,0.63,-0.08,-0.76,-0.1,26,-221446144,1010.35,1166424,62.5,27497
82936,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.74,301.06,0,,Force Sensor 3,0,0,18.31,79.62,-164.37,4.5,-1696.19,2.94,-12.43,-0.22,-4.7,30.19,41.25,-66.0,0.52,-0.1,-0.85,-0.09,26,-217120768,884.92,1166437,71.42857142857143,27514
82951,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.45,288.81,0,,Force Sensor 3,0,0,21.25,46.38,-176.06,4.31,-1750.88,3.25,-2.24,-0.27,-2.06,30.19,41.25,-66.0,0.39,-0.11,-0.91,-0.07,26,-222887936,734.06,1166447,62.5,27529
82965,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.72,296.14,0,,Force Sensor 3,0,0,14.31,29.25,-176.94,4.87,-1789.38,2.44,1.06,0.0,-2.39,30.19,41.25,-66.0,0.25,-0.12,-0.96,-0.06,26,-222920704,535.3,1166460,58.82352941176471,27543
82980,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.35,288.81,0,,Force Sensor 3,0,0,14.75,11.63,-177.31,4.81,-1837.19,3.06,5.68,-0.38,-4.48,30.19,41.25,-66.0,-0.06,-0.13,-0.99,-0.01,26,-221184000,387.9,1166473,83.33333333333333,27558
82992,0.0,16.59,0.0,0.0,0,M,M,M,300.0,15,27.72,298.24,0,0.0,Force Sensor 3,1,0,15.13,-6.12,-177.44,5.19,-1859.94,3.06,9.62,-0.41,-8.7,30.19,41.25,-66.0,-0.21,-0.13,-0.97,0.01,26,-215875584,263.23,1166486,66.66666666666667,27570
83008,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.25,288.9,0,,Force Sensor 3,0,0,15.56,-24.12,-177.25,5.12,-1886.19,3.0,15.76,-0.23,-15.96,-62.88,49.0,-31.19,-0.36,-0.13,-0.92,0.03,26,-216104960,205.42,1166499,62.5,27586
83025,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.6,288.41,0,,Force Sensor 3,0,0,10.94,-60.38,-175.0,5.44,-1895.38,3.69,14.51,-0.24,-22.37,-62.88,49.0,-31.19,-0.63,-0.12,-0.76,0.07,26,-216367104,227.51,1166512,62.5,27603
83043,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.76,284.07,0,,Force Sensor 3,0,0,12.19,-78.44,-167.5,5.37,-1905.75,3.25,12.05,-0.32,-30.53,-62.88,49.0,-31.19,-0.75,-0.1,-0.65,0.09,26,-216924160,316.88,1166528,58.82352941176471,27621
83055,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.99,286.97,0,,Force Sensor 3,0,0,13.69,-64.19,-5.87,5.12,-1921.19,3.87,7.8,-0.31,-33.38,-45.06,41.69,66.75,-0.84,-0.09,-0.53,0.1,26,-218267648,469.81,1166538,76.92307692307692,27633
83070,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.85,291.91,0,,Force Sensor 3,0,0,14.25,-45.81,-3.69,4.5,-1922.38,3.56,1.7,-0.4,-34.28,-45.06,41.69,66.75,-0.91,-0.07,-0.38,0.11,26,-219742208,688.78,1166551,58.82352941176471,27648
83087,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.27,311.2,0,,Force Sensor 3,0,0,14.69,-27.44,-3.0,4.87,-1919.06,3.69,-0.24,-0.19,-33.99,-45.06,41.69,66.75,-0.99,-0.03,-0.08,0.13,26,-215744512,881.82,1166564,62.5,27665
83103,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.63,313.28,0,,Force Sensor 3,0,0,17.37,78.69,-14.5,4.62,-1796.81,2.75,-11.33,-0.2,-6.72,68.75,32.56,25.19,-0.66,0.08,0.74,0.11,26,-210894848,1042.05,1166628,83.33333333333333,27681
83115,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.52,305.87,0,,Force Sensor 3,0,0,19.19,66.31,-173.12,4.81,-1800.13,2.44,-5.96,-0.15,-3.52,34.88,41.06,-66.87,-0.54,0.1,0.83,0.09,26,-217022464,920.33,1166637,58.82352941176471,27693
83135,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.52,303.46,0,,Force Sensor 3,0,0,20.87,49.13,-175.87,4.44,-1803.56,3.25,-0.57,-0.2,-3.18,34.88,41.06,-66.87,-0.41,0.11,0.9,0.08,26,-219545600,763.89,1166648,62.5,27713
83147,0.0,-7.57,0.0,0.0,0,,,,300.0,15,27.0,298.45,0,,Force Sensor 3,0,0,14.25,31.69,-176.87,4.94,-1818.81,3.0,2.35,-0.08,-2.91,34.88,41.06,-66.87,-0.27,0.12,0.95,0.06,26,-218726400,586.5,1166660,66.66666666666667,27725
83162,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.26,303.67,0,,Force Sensor 3,0,0,14.69,14.19,-177.31,4.5,-1819.63,2.81,7.84,-0.26,-4.25,34.88,41.06,-66.87,0.03,0.13,0.99,0.02,26,-216072192,422.48,1166676,71.42857142857143,27740
83176,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.99,313.18,0,,Force Sensor 3,0,0,15.06,-3.06,-177.44,4.94,-1785.94,3.31,15.08,-0.18,-9.81,-61.38,48.69,-32.0,0.18,0.13,0.98,-0.0,26,-219316224,325.68,1166685,83.33333333333333,27754
83193,0.0,-1.64,0.0,0.0,0,,,,300.0,15,26.99,315.9,0,,Force Sensor 3,0,0,15.5,-20.19,-177.31,4.94,-1785.94,3.31,15.63,-0.23,-13.01,-61.38,48.69,-32.0,0.32,0.13,0.94,-0.02,26,-213549056,235.62,1166695,50.0,27771
83210,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.36,309.11,0,,Force Sensor 3,0,0,15.94,-37.13,-176.87,5.31,-1749.0,3.12,16.26,-0.24,-16.76,-61.38,48.69,-32.0,0.45,0.13,0.88,-0.04,26,-216367104,225.65,1166707,76.92307692307692,27788
83225,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.99,295.84,0,,Force Sensor 3,0,0,11.75,-70.62,-172.5,4.94,-1746.69,3.25,12.16,-0.28,-22.03,-61.38,48.69,-32.0,0.69,0.11,0.71,-0.08,26,-213483520,276.57,1166722,55.555555555555564,27803
83241,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.36,290.92,0,,Force Sensor 3,0,0,12.69,-86.56,-177.5,5.12,-1753.63,3.37,10.61,-0.29,-26.33,-61.38,48.69,-32.0,0.69,0.11,0.71,-0.08,26,-212893696,386.43,1166734,71.42857142857143,27819
83252,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.61,291.12,0,,Force Sensor 3,0,0,13.38,-74.81,-9.63,4.87,-1802.75,3.31,7.92,-0.25,-30.18,-47.69,42.0,64.06,0.87,0.08,0.47,-0.11,26,-207945728,534.87,1166747,83.33333333333333,27830
83266,0.0,23.3,0.0,0.0,0,M,M,M,300.0,15,27.61,291.42,0,0.0,Force Sensor 3,1,0,14.44,-39.19,-3.37,4.94,-1872.25,3.62,0.56,-0.5,-33.34,-47.69,42.0,64.06,0.93,0.07,0.33,-0.12,26,-209584128,744.36,1166760,62.5,27844
83283,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.74,293.93,0,,Force Sensor 3,0,0,14.81,-21.12,-2.87,4.31,-1885.88,3.87,-3.93,-0.2,-32.88,-47.69,42.0,64.06,0.99,0.03,0.02,-0.13,26,-208207872,921.29,1166775,71.42857142857143,27861
83299,0.0,-11.65,0.0,0.0,0,,,,300.0,15,27.48,293.63,0,,Force Sensor 3,0,0,15.25,-3.12,-2.69,4.06,-1876.94,3.31,-12.42,-0.28,-25.56,62.56,33.06,36.88,0.98,0.01,-0.13,-0.14,26,-212697088,1048.66,1166786,52.631578947368425,27877
83316,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.5,281.27,0,,Force Sensor 3,0,0,15.63,14.75,-2.81,4.0,-1874.44,3.12,-10.71,-0.42,-22.13,62.56,33.06,36.88,0.95,-0.01,-0.28,-0.13,26,-215941120,1108.48,1166799,83.33333333333333,27894
83327,0.0,0.0,0.0,0.0,0,,,,300.0,15,28.13,291.71,0,,Force Sensor 3,0,0,16.5,50.13,-4.37,4.25,-1831.56,3.25,-14.65,-0.25,-17.68,62.56,33.06,36.88,0.9,-0.03,-0.42,-0.13,26,-217710592,1091.8,1166815,58.82352941176471,27905
83343,0.0,0.0,0.0,0.0,0,,,,300.0,15,28.02,291.12,0,,Force Sensor 3,0,0,17.62,84.56,-2.75,4.69,-1837.63,3.12,-13.6,-0.42,-10.09,62.56,33.06,36.88,0.73,-0.07,-0.67,-0.11,26,-219217920,1008.16,1166826,66.66666666666667,27921
83359,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.65,296.14,0,,Force Sensor 3,0,0,14.94,2.69,-177.44,5.0,-1935.0,3.06,11.45,0.04,-7.28,44.69,39.56,-61.0,0.02,-0.13,-0.99,-0.03,26,-214335488,384.09,1166878,58.82352941176471,27937
83377,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.28,308.27,0,,Force Sensor 3,0,0,15.38,-15.38,-177.37,5.5,-1890.56,3.37,13.39,-0.28,-9.56,-58.06,49.38,-36.88,-0.14,-0.13,-0.98,-0.0,26,-218595328,264.43,1166890,71.42857142857143,27955
83390,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.79,313.28,0,,Force Sensor 3,0,0,15.81,-33.19,-177.0,4.62,-1860.81,3.37,15.03,-0.37,-14.15,-58.06,49.38,-36.88,-0.29,-0.13,-0.95,0.02,26,-212992000,224.5,1166905,62.5,27968
83406,0.0,-12.01,0.0,0.0,0,,,,300.0,15,26.53,308.69,0,,Force Sensor 3,0,0,9.94,-50.63,-176.06,5.37,-1792.5,2.94,15.6,-0.26,-20.95,-58.06,49.38,-36.88,-0.56,-0.12,-0.82,0.06,26,-214761472,244.07,1166917,62.5,27984
83423,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.76,315.9,0,,Force Sensor 3,0,0,12.56,-84.5,-177.5,4.94,-1788.88,3.69,11.8,-0.29,-26.01,-58.06,49.38,-36.88,-0.67,-0.11,-0.73,0.07,26,-213778432,324.42,1166929,71.42857142857143,28001
83440,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.5,301.36,0,,Force Sensor 3,0,0,13.31,-77.37,-11.56,4.87,-1793.44,3.06,9.04,-0.29,-28.9,-50.19,43.88,62.5,-0.77,-0.1,-0.62,0.09,26,-217284608,473.66,1166942,58.82352941176471,28018
83455,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.11,308.79,0,,Force Sensor 3,0,0,13.88,-60.25,-5.12,4.56,-1799.88,3.31,7.35,-0.37,-31.13,-50.19,43.88,62.5,-0.92,-0.07,-0.36,0.12,26,-220004352,643.33,1166959,71.42857142857143,28033
