Time, Force Sensor 1,Force Sensor 2,Force Sensor 3,Force Sensor 4,Command,Anomaly?,Anomaly Mode,Attribute,Desired Speed,Desired R,Shaft Control Effort,Actual Speed,ToolHeadNo,Merged Attribute,Force Sensor Number,Anomaly Mode Encode,Active V Attribute,Orient. x,Orient. y,Orient. z,AngVel x,AngVel y,AngVel z,LinAcc. x,LinAcc. y,LinAcc. z,Mag. x ,Mag. y,Mag. z, Quat. w, Quat. x, Quat. y, Quat. z,Temp,Audio,Strain Gage,MCU Time,Sample Freq,Rel Time
87080,0.0,23.3,0.0,0.0,0,M,M,M,300.0,15,26.99,291.22,0,0.0,Force Sensor 3,1,0,15.63,-24.31,-177.25,5.5,-1885.31,3.44,7.87,-0.17,-18.61,-42.0,48.56,-53.0,-0.21,-0.13,-0.97,0.01,26,-215711744,235.85,1170584,62.5,31658
87096,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.47,294.03,0,,Force Sensor 3,0,0,16.06,-42.44,-176.69,5.06,-1890.5,3.69,9.48,-0.38,-21.77,-67.69,46.69,42.69,-0.36,-0.13,-0.92,0.03,26,-213909504,332.53,1170597,66.66666666666667,31674
87114,0.0,23.3,0.0,0.0,0,M,M,M,300.0,15,27.33,286.39,0,0.0,Force Sensor 3,1,0,11.06,-60.63,-175.0,5.12,-1913.5,3.69,8.59,-0.34,-26.69,-67.69,46.69,42.69,-0.63,-0.12,-0.76,0.07,26,-206929920,500.97,1170610,58.82352941176471,31692
87130,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.6,286.49,0,,Force Sensor 3,0,0,14.69,-28.12,-2.94,4.69,-1861.44,2.81,-2.91,-0.26,-23.27,42.88,34.0,56.25,-0.99,-0.04,-0.09,0.13,26,-209158144,1058.21,1170664,62.5,31708
87142,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.73,298.75,0,,Force Sensor 3,0,0,15.5,7.25,-2.75,4.19,-1832.31,2.81,-9.04,-0.43,-21.48,42.88,34.0,56.25,-0.97,0.01,0.22,0.14,26,-216301568,1068.81,1170676,83.33333333333333,31720
87157,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.12,300.85,0,,Force Sensor 3,0,0,15.88,24.94,-3.0,5.06,-1845.25,3.25,-10.56,-0.17,-19.41,42.88,34.0,56.25,-0.92,0.03,0.36,0.13,26,-215646208,992.47,1170689,55.555555555555564,31735
87174,0.0,6.7,0.0,0.0,0,M,M,M,300.0,15,26.99,301.06,0,0.0,Force Sensor 3,1,0,16.31,42.69,-3.75,4.25,-1853.5,3.12,-5.91,0.0,-12.63,61.75,36.88,-49.75,-0.85,0.05,0.5,0.13,26,-217808896,868.61,1170702,62.5,31752
87191,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.0,303.46,0,,Force Sensor 3,0,0,17.37,77.75,-13.19,4.87,-1826.63,2.62,-6.53,-0.29,-10.62,61.75,36.88,-49.75,-0.66,0.08,0.74,0.11,26,-224493568,698.45,1170717,76.92307692307692,31769
87207,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.88,293.63,0,,Force Sensor 3,0,0,18.12,83.69,-177.19,4.69,-1832.5,3.12,0.4,-0.18,-9.28,61.75,36.88,-49.75,-0.54,0.1,0.83,0.09,26,-223641600,502.47,1170729,55.555555555555564,31785
87223,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.26,306.07,0,,Force Sensor 3,0,0,19.12,66.69,-173.06,4.75,-1816.38,2.81,3.1,-0.09,-8.35,-40.19,48.56,-53.19,-0.41,0.11,0.9,0.08,26,-220168192,305.79,1170741,71.42857142857143,31801
87239,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.75,298.65,0,,Force Sensor 3,0,0,20.81,49.38,-175.87,5.06,-1799.63,3.5,4.36,-0.29,-8.47,-40.19,48.56,-53.19,-0.27,0.12,0.95,0.06,26,-217350144,175.42,1170754,55.555555555555564,31817
87253,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.12,308.37,0,,Force Sensor 3,0,0,14.69,14.94,-177.31,4.69,-1795.13,2.87,8.59,-0.21,-12.73,-40.19,48.56,-53.19,0.02,0.13,0.99,0.02,26,-213417984,125.2,1170770,66.66666666666667,31831
87269,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.5,313.39,0,,Force Sensor 3,0,0,15.5,-18.87,-177.37,5.25,-1759.13,3.25,10.11,-0.07,-14.52,-40.19,48.56,-53.19,0.17,0.13,0.98,-0.0,26,-212860928,150.73,1170781,83.33333333333333,31847
87281,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.37,310.99,0,,Force Sensor 3,0,0,15.88,-35.75,-176.94,4.69,-1759.81,3.5,8.76,-0.27,-18.18,-68.06,47.56,42.69,0.31,0.13,0.94,-0.02,26,-212828160,193.24,1170793,62.5,31859
87296,0.0,23.3,0.0,0.0,0,M,M,M,300.0,15,26.48,308.79,0,0.0,Force Sensor 3,1,0,10.25,-52.63,-175.94,4.87,-1760.63,3.37,7.46,-0.23,-20.18,-68.06,47.56,42.69,0.44,0.13,0.89,-0.04,26,-216465408,310.64,1170807,58.82352941176471,31874
87316,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.85,300.75,0,,Force Sensor 3,0,0,11.75,-69.62,-172.94,4.87,-1776.81,3.12,4.41,-0.33,-26.39,-68.06,47.56,42.69,0.69,0.11,0.71,-0.08,26,-213254144,472.84,1170820,62.5,31894
87329,0.0,20.02,0.0,0.0,0,M,M,M,300.0,15,26.99,295.94,0,0.0,Force Sensor 3,1,0,13.44,-74.5,-9.38,4.69,-1866.0,3.19,3.32,-0.21,-26.66,-68.06,47.56,42.69,0.79,0.1,0.6,-0.09,26,-213188608,643.44,1170832,58.82352941176471,31907
87346,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.23,300.85,0,,Force Sensor 3,0,0,13.94,-56.75,-4.62,4.25,-1866.69,3.87,-0.9,-0.5,-27.09,36.0,34.69,61.69,0.87,0.08,0.47,-0.11,26,-219578368,799.86,1170845,90.9090909090909,31924
87359,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.98,291.02,0,,Force Sensor 3,0,0,14.44,-38.88,-3.31,4.06,-1862.75,3.31,-0.87,-0.39,-27.06,36.0,34.69,61.69,0.97,0.05,0.18,-0.13,26,-218267648,909.37,1170862,58.82352941176471,31937
87374,0.0,23.3,0.0,0.0,0,M,M,M,300.0,15,27.48,291.32,0,0.0,Force Sensor 3,1,0,15.25,-3.56,-2.69,4.5,-1843.69,3.44,-7.59,-0.07,-21.5,36.0,34.69,61.69,0.99,0.03,0.03,-0.13,26,-213581824,983.93,1170874,62.5,31952
87391,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.99,281.08,0,,Force Sensor 3,0,0,16.06,31.56,-3.25,4.87,-1849.13,2.81,-6.97,-0.18,-17.8,67.06,35.56,-41.25,0.9,-0.03,-0.42,-0.13,26,-219840512,1046.41,1170897,62.5,31969
87405,0.0,0.0,0.0,0.0,0,,,,300.0,15,28.0,276.53,0,,Force Sensor 3,0,0,16.5,49.31,-4.25,4.81,-1858.13,3.31,-6.81,-0.19,-13.45,67.06,35.56,-41.25,0.82,-0.05,-0.55,-0.12,26,-213221376,904.59,1170910,71.42857142857143,31983
87419,0.0,0.0,0.0,0.0,0,,,,300.0,15,28.24,284.17,0,,Force Sensor 3,0,0,17.69,84.87,-2.75,5.0,-1897.94,3.31,-5.68,-0.37,-12.22,67.06,35.56,-41.25,0.72,-0.07,-0.68,-0.11,26,-223117312,725.5,1170925,66.66666666666667,31997
87436,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.39,291.22,0,,Force Sensor 3,0,0,18.56,75.56,-168.87,5.19,-1920.63,2.87,-1.14,-0.34,-12.43,67.06,35.56,-41.25,0.61,-0.09,-0.78,-0.1,26,-218955776,520.0,1170936,58.82352941176471,32014
87452,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.52,305.97,0,,Force Sensor 3,0,0,19.94,57.31,-174.94,4.62,-1918.06,3.25,3.18,-0.14,-10.97,-30.0,47.88,-58.69,0.33,-0.12,-0.93,-0.07,26,-217120768,367.0,1170949,62.5,32030
87469,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.78,308.48,0,,Force Sensor 3,0,0,14.06,39.13,-176.56,4.81,-1896.19,3.94,8.41,-0.13,-11.4,-30.0,47.88,-58.69,0.18,-0.12,-0.98,-0.05,26,-215941120,260.48,1170962,62.5,32047
87485,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.42,313.28,0,,Force Sensor 3,0,0,14.94,3.19,-177.44,4.75,-1851.56,3.0,8.25,-0.18,-14.6,-30.0,47.88,-58.69,-0.13,-0.13,-0.98,-0.0,26,-210796544,189.33,1170976,71.42857142857143,32063
87497,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.4,311.3,0,,Force Sensor 3,0,0,15.38,-14.31,-177.44,5.44,-1829.38,3.12,9.81,-0.18,-15.73,-30.0,47.88,-58.69,-0.13,-0.13,-0.98,-0.0,26,-214925312,218.92,1170988,76.92307692307692,32075
87513,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.49,310.88,0,,Force Sensor 3,0,0,15.81,-31.75,-177.06,5.25,-1819.56,3.75,8.76,-0.22,-17.87,-71.37,47.88,38.5,-0.42,-0.13,-0.9,0.04,26,-214106112,298.24,1171001,55.555555555555564,32091
87531,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.36,315.47,0,,Force Sensor 3,0,0,11.5,-66.62,-173.81,4.81,-1817.81,3.12,8.02,-0.32,-22.91,-71.37,47.88,38.5,-0.55,-0.12,-0.83,0.06,26,-214007808,427.13,1171014,71.42857142857143,32109
87543,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.26,318.08,0,,Force Sensor 3,0,0,12.56,-83.69,-177.5,4.12,-1801.94,3.37,4.02,-0.45,-26.13,-71.37,47.88,38.5,-0.77,-0.1,-0.62,0.09,26,-216727552,563.11,1171029,58.82352941176471,32121
87559,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.12,311.2,0,,Force Sensor 3,0,0,13.25,-78.19,-12.31,4.12,-1801.94,3.37,0.28,-0.35,-24.04,35.25,34.75,61.69,-0.85,-0.09,-0.5,0.1,26,-208306176,721.06,1171040,66.66666666666667,32137
87577,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.71,295.94,0,,Force Sensor 3,0,0,13.81,-61.38,-5.25,4.25,-1769.06,3.31,0.38,-0.35,-24.24,35.25,34.75,61.69,-0.92,-0.07,-0.37,0.12,26,-211550208,863.27,1171053,58.82352941176471,32155
87592,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.22,291.22,0,,Force Sensor 3,0,0,14.69,-28.12,-2.94,4.44,-1715.5,2.81,-4.85,-0.21,-22.9,35.25,34.75,61.69,-0.96,-0.05,-0.24,0.12,26,-218234880,1000.05,1171068,62.5,32170
87607,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.46,286.0,0,,Force Sensor 3,0,0,15.06,-11.81,-2.69,4.19,-1663.63,2.87,-10.78,-0.36,-18.28,35.25,34.75,61.69,-0.99,-0.02,0.04,0.13,26,-219185152,1102.21,1171080,90.9090909090909,32185
87619,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.73,279.33,0,,Force Sensor 3,0,0,18.94,70.31,-171.81,4.69,-1908.38,2.94,2.11,0.0,-10.82,-19.75,46.75,-64.5,-0.43,0.11,0.89,0.08,26,-216268800,457.36,1171149,58.82352941176471,32197
87637,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.72,274.02,0,,Force Sensor 3,0,0,20.5,52.13,-175.56,5.25,-1889.0,3.0,3.61,-0.4,-12.17,-19.75,46.75,-64.5,-0.29,0.12,0.95,0.06,26,-215810048,329.44,1171162,62.5,32215
87653,0.0,0.0,0.0,0.0,0,,,,300.0,15,28.36,281.56,0,,Force Sensor 3,0,0,14.63,15.75,-177.31,4.94,-1911.44,3.5,5.96,-0.33,-14.89,-19.75,46.75,-64.5,0.02,0.13,0.99,0.02,26,-213286912,244.37,1171176,76.92307692307692,32231
87666,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.99,283.49,0,,Force Sensor 3,0,0,15.06,-2.37,-177.44,5.06,-1892.69,3.19,8.49,-0.17,-16.3,-19.75,46.75,-64.5,0.18,0.13,0.97,-0.0,26,-215252992,213.57,1171185,58.82352941176471,32244
87682,0.0,-5.83,0.0,0.0,0,,,,300.0,15,27.9,288.81,0,,Force Sensor 3,0,0,15.5,-20.44,-177.31,5.62,-1883.06,2.94,8.47,-0.27,-17.96,-74.87,48.25,26.5,0.18,0.13,0.97,-0.0,26,-211845120,285.0,1171196,62.5,32260
87698,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.38,291.22,0,,Force Sensor 3,0,0,16.0,-38.56,-176.81,5.31,-1892.19,4.0,9.17,-0.26,-20.76,-74.87,48.25,26.5,0.47,0.13,0.87,-0.04,26,-217612288,394.86,1171209,62.5,32276
87714,0.0,-0.82,-0.0,0.0,0,,,,300.0,15,27.53,303.46,0,,Force Sensor 3,0,0,10.69,-56.81,-175.5,4.94,-1916.25,3.31,5.62,-0.17,-25.5,-74.87,48.25,26.5,0.61,0.12,0.78,-0.06,26,-212795392,560.68,1171225,71.42857142857143,32292
87729,0.0,0.0,-0.0,0.0,0,,,,300.0,15,26.92,303.46,0,,Force Sensor 3,0,0,12.94,-85.5,-2.44,4.87,-1918.75,3.87,4.59,-0.59,-27.12,-74.87,48.25,26.5,0.72,0.11,0.68,-0.08,26,-210141184,746.23,1171235,62.5,32307
87744,0.0,17.42,0.0,0.0,0,M,M,M,300.0,15,26.68,310.78,0,0.0,Force Sensor 3,1,0,13.63,-67.94,-6.75,3.87,-1895.88,3.69,0.91,-0.73,-25.07,24.69,36.19,68.37,0.82,0.09,0.55,-0.1,26,-213057536,903.85,1171248,66.66666666666667,32322
87757,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.54,313.39,0,,Force Sensor 3,0,0,14.13,-50.19,-4.0,4.25,-1814.19,3.12,-3.2,-0.43,-23.61,24.69,36.19,68.37,0.95,0.06,0.28,-0.12,26,-210599936,1024.39,1171261,76.92307692307692,32335
87773,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.4,303.67,0,,Force Sensor 3,0,0,14.94,-15.81,-2.75,4.19,-1771.5,2.81,-3.32,-0.21,-22.25,24.69,36.19,68.37,0.99,0.02,-0.01,-0.13,26,-216760320,1030.5,1171276,58.82352941176471,32351
87789,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.89,311.62,0,,Force Sensor 3,0,0,15.31,0.62,-2.69,4.25,-1720.19,2.62,-8.36,-0.28,-18.67,24.69,36.19,68.37,0.99,0.02,-0.01,-0.13,26,-216268800,1003.54,1171287,58.82352941176471,32367
87806,0.0,0.0,-0.0,0.0,0,,,,300.0,15,27.27,293.13,0,,Force Sensor 3,0,0,15.69,17.25,-2.87,4.81,-1733.19,2.75,-5.38,-0.28,-16.93,70.69,35.56,-33.56,0.95,-0.02,-0.29,-0.13,26,-216137728,928.75,1171300,66.66666666666667,32384
87821,0.0,0.0,-0.0,0.0,0,,,,300.0,15,27.41,300.95,0,,Force Sensor 3,0,0,16.5,50.75,-4.37,4.5,-1752.88,2.62,-5.05,-0.08,-12.81,70.69,35.56,-33.56,0.89,-0.03,-0.43,-0.13,26,-217841664,776.44,1171313,62.5,32399
87837,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.02,296.14,0,,Force Sensor 3,0,0,17.0,67.56,-7.31,4.56,-1757.88,3.0,-7.11,-0.31,-11.79,70.69,35.56,-33.56,0.73,-0.07,-0.67,-0.11,26,-209092608,629.72,1171327,71.42857142857143,32415
87853,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.27,298.85,0,,Force Sensor 3,0,0,17.62,84.19,-2.75,4.75,-1782.75,3.0,-2.62,-0.08,-9.88,70.69,35.56,-33.56,0.62,-0.09,-0.77,-0.1,26,-221839360,457.43,1171339,55.555555555555564,32431
87869,0.0,0.0,-0.0,0.0,0,,,,300.0,15,27.13,296.04,0,,Force Sensor 3,0,0,18.44,77.56,-167.06,4.31,-1791.94,3.0,-2.17,-0.26,-8.91,-17.56,47.19,-65.25,0.5,-0.1,-0.86,-0.09,26,-212697088,293.59,1171352,62.5,32447
87887,0.0,0.0,-0.0,0.0,0,,,,300.0,15,27.02,301.06,0,,Force Sensor 3,0,0,15.69,-27.37,-177.19,5.06,-1864.5,3.31,7.15,-0.35,-19.55,-75.25,47.56,18.25,-0.24,-0.13,-0.96,0.01,26,-211943424,106.27,1171407,71.42857142857143,32465
87903,0.0,0.0,-0.0,0.0,0,,,,300.0,15,27.02,293.83,0,,Force Sensor 3,0,0,9.38,-45.56,-176.5,5.0,-1901.06,3.69,6.07,-0.33,-24.66,-75.25,47.56,18.25,-0.53,-0.12,-0.84,0.05,26,-211877888,328.91,1171420,62.5,32481
87916,0.0,0.0,-0.0,0.0,0,,,,300.0,15,27.39,298.35,0,,Force Sensor 3,0,0,11.31,-63.88,-174.44,4.87,-1931.31,3.87,4.7,-0.33,-26.43,-75.25,47.56,18.25,-0.66,-0.11,-0.74,0.07,26,-213155840,509.74,1171431,62.5,32494
87930,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.16,291.22,0,,Force Sensor 3,0,0,12.44,-82.12,-161.62,4.44,-1931.31,3.62,3.82,-0.44,-27.38,10.0,38.06,71.75,-0.77,-0.1,-0.63,0.09,26,-213221376,751.65,1171443,76.92307692307692,32508
87948,0.0,0.0,-0.0,0.0,0,,,,300.0,15,27.28,296.44,0,,Force Sensor 3,0,0,13.81,-60.5,-5.12,4.37,-1903.19,3.5,1.2,-0.55,-25.53,10.0,38.06,71.75,-0.86,-0.09,-0.5,0.1,26,-212172800,923.04,1171459,62.5,32526
87964,0.0,-14.15,-0.0,0.0,0,,,,300.0,15,27.26,303.36,0,,Force Sensor 3,0,0,14.31,-42.44,-3.5,4.62,-1865.38,2.81,-3.51,-0.48,-24.24,10.0,38.06,71.75,-0.97,-0.05,-0.21,0.13,26,-218529792,997.03,1171472,58.82352941176471,32542
87977,0.0,0.0,-0.0,0.0,0,,,,300.0,15,26.92,298.55,0,,Force Sensor 3,0,0,15.19,-6.94,-2.69,4.31,-1838.06,3.12,-5.55,-0.12,-22.01,10.0,38.06,71.75,-0.99,-0.03,-0.06,0.13,26,-216301568,993.02,1171482,66.66666666666667,32555
87992,0.0,0.0,-0.0,0.0,0,,,,300.0,15,27.16,303.77,0,,Force Sensor 3,0,0,15.56,10.5,-2.75,4.75,-1819.38,2.62,-4.94,-0.2,-19.44,74.0,34.06,-25.37,-0.99,-0.01,0.09,0.13,26,-215285760,919.15,1171495,71.42857142857143,32570
88005,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.28,298.55,0,,Force Sensor 3,0,0,15.94,28.12,-3.12,4.75,-1841.06,2.81,-7.45,-0.29,-17.32,74.0,34.06,-25.37,-0.91,0.03,0.39,0.13,26,-214728704,839.0,1171512,83.33333333333333,32583
88022,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.16,298.55,0,,Force Sensor 3,0,0,16.87,63.19,-6.19,4.62,-1826.75,2.87,-5.59,-0.27,-13.75,74.0,34.06,-25.37,-0.84,0.05,0.52,0.13,26,-219054080,713.48,1171525,52.631578947368425,32600
88039,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.16,296.14,0,,Force Sensor 3,0,0,17.44,80.5,-17.12,5.0,-1831.81,3.06,-1.98,-0.05,-11.43,74.0,34.06,-25.37,-0.75,0.07,0.65,0.12,26,-218759168,533.18,1171535,71.42857142857143,32617
88051,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.79,305.97,0,,Force Sensor 3,0,0,18.25,81.0,-162.06,4.81,-1832.19,2.94,-1.84,-0.28,-10.36,-12.5,45.69,-66.37,-0.64,0.08,0.75,0.1,26,-218955776,346.28,1171547,62.5,32629
88067,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.78,308.37,0,,Force Sensor 3,0,0,19.37,63.75,-173.81,4.69,-1827.69,2.87,2.27,-0.05,-11.23,-12.5,45.69,-66.37,-0.39,0.11,0.91,0.07,26,-220332032,223.32,1171564,62.5,32645
88084,0.0,-2.91,0.0,0.0,0,,,,300.0,15,26.66,313.71,0,,Force Sensor 3,0,0,14.31,29.12,-177.0,4.94,-1809.13,3.37,6.75,-0.16,-10.91,-12.5,45.69,-66.37,-0.25,0.12,0.96,0.05,26,-214990848,126.13,1171576,66.66666666666667,32662
88098,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.39,315.68,0,,Force Sensor 3,0,0,14.75,12.0,-177.37,4.62,-1780.5,2.81,7.39,-0.26,-12.03,-12.5,45.69,-66.37,-0.1,0.13,0.99,0.04,26,-213909504,101.5,1171586,71.42857142857143,32676
88112,0.0,-11.39,0.0,0.0,0,,,,300.0,15,26.63,310.67,0,,Force Sensor 3,0,0,15.13,-4.81,-177.44,5.25,-1760.06,3.0,7.08,-0.14,-13.99,-76.0,49.0,16.69,0.04,0.13,0.99,0.02,26,-215220224,169.97,1171599,58.82352941176471,32690
88129,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.52,303.36,0,,Force Sensor 3,0,0,13.5,-71.31,-7.81,4.44,-1860.13,3.37,1.67,-0.13,-26.24,4.69,39.19,73.37,0.89,0.08,0.44,-0.11,26,-203948032,790.74,1171659,66.66666666666667,32707
88144,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.89,300.85,0,,Force Sensor 3,0,0,14.06,-53.56,-4.25,4.19,-1852.13,2.81,-4.04,-0.42,-24.14,4.69,39.19,73.37,0.94,0.06,0.3,-0.12,26,-213090304,929.15,1171672,62.5,32722
88160,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.0,300.95,0,,Force Sensor 3,0,0,14.94,-18.06,-2.75,4.69,-1852.56,2.81,-1.7,-0.29,-23.02,4.69,39.19,73.37,0.98,0.04,0.15,-0.13,26,-213221376,1003.0,1171682,76.92307692307692,32738
88177,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.0,289.1,0,,Force Sensor 3,0,0,14.94,-18.06,-2.75,4.75,-1824.19,3.06,-8.18,-0.31,-21.14,75.75,34.75,-14.19,0.99,0.02,0.0,-0.13,26,-220856320,1020.32,1171691,62.5,32755
88193,0.0,22.94,0.0,0.0,0,M,M,M,300.0,15,27.59,278.95,0,0.0,Force Sensor 3,1,0,15.31,-0.56,-2.69,4.5,-1839.06,2.75,-5.89,-0.25,-18.39,75.75,34.75,-14.19,0.98,0.0,-0.15,-0.14,26,-217972736,983.54,1171705,55.555555555555564,32771
88207,0.0,0.0,0.0,0.0,0,,,,300.0,15,28.13,278.85,0,,Force Sensor 3,0,0,16.12,34.63,-3.31,4.87,-1838.63,3.06,-8.54,-0.31,-17.06,75.75,34.75,-14.19,0.89,-0.04,-0.44,-0.13,26,-218693632,906.47,1171717,62.5,32785
88224,0.0,0.0,0.0,0.0,0,,,,300.0,15,28.14,281.37,0,,Force Sensor 3,0,0,16.56,52.63,-4.56,5.06,-1873.69,3.06,-3.06,-0.29,-15.01,75.75,34.75,-14.19,0.81,-0.06,-0.58,-0.12,26,-221937664,761.07,1171730,66.66666666666667,32802
88240,0.0,0.0,0.0,0.0,0,,,,300.0,15,28.02,286.0,0,,Force Sensor 3,0,0,17.12,70.62,-8.38,4.56,-1889.0,3.5,-1.64,0.03,-13.1,-1.75,45.0,-69.87,0.7,-0.08,-0.7,-0.11,26,-221675520,567.01,1171742,66.66666666666667,32818
88253,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.8,299.36,0,,Force Sensor 3,0,0,18.75,71.87,-171.19,4.87,-1928.56,3.56,-0.35,-0.53,-12.75,-1.75,45.0,-69.87,0.45,-0.11,-0.89,-0.08,26,-220659712,364.61,1171758,62.5,32831
88268,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.16,308.48,0,,Force Sensor 3,0,0,20.25,53.63,-175.44,5.37,-1917.13,2.69,6.37,0.06,-13.42,-1.75,45.0,-69.87,0.3,-0.12,-0.95,-0.06,26,-213778432,188.06,1171771,66.66666666666667,32846
88284,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.67,311.09,0,,Force Sensor 3,0,0,14.63,17.25,-177.31,5.0,-1883.31,3.5,6.36,-0.32,-13.82,-1.75,45.0,-69.87,0.15,-0.13,-0.98,-0.04,26,-222068736,116.79,1171781,90.9090909090909,32862
88295,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.54,320.91,0,,Force Sensor 3,0,0,14.63,17.25,-177.31,4.87,-1848.0,2.87,9.23,-0.16,-15.18,-76.0,49.0,10.19,-0.01,-0.13,-0.99,-0.02,26,-213614592,125.5,1171795,58.82352941176471,32873
88312,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.41,318.62,0,,Force Sensor 3,0,0,15.44,-17.94,-177.37,5.69,-1823.81,3.37,6.74,-0.18,-17.46,-76.0,49.0,10.19,-0.16,-0.13,-0.98,-0.0,26,-211353600,180.07,1171807,62.5,32890
88326,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.13,316.0,0,,Force Sensor 3,0,0,15.88,-35.5,-177.0,4.5,-1830.63,4.0,6.79,-0.34,-21.5,-76.0,49.0,10.19,-0.44,-0.13,-0.89,0.04,26,-222298112,295.18,1171820,76.92307692307692,32904
88342,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.26,318.62,0,,Force Sensor 3,0,0,10.31,-52.94,-175.94,4.75,-1822.44,3.56,7.3,-0.25,-23.17,-76.0,49.0,10.19,-0.57,-0.12,-0.81,0.06,26,-220135424,450.6,1171833,55.555555555555564,32920
88358,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.12,318.19,0,,Force Sensor 3,0,0,12.69,-86.75,-177.5,4.62,-1808.19,3.56,5.45,-0.33,-23.4,3.19,38.38,73.69,-0.79,-0.1,-0.6,0.09,26,-213417984,608.5,1171846,66.66666666666667,32936
88374,0.0,0.0,-0.0,0.0,0,,,,300.0,15,25.87,305.87,0,,Force Sensor 3,0,0,15.88,24.87,-3.0,4.31,-1749.75,2.62,-8.6,-0.41,-16.81,76.19,33.69,-13.0,-0.97,0.01,0.22,0.13,26,-223477760,838.82,1171915,58.82352941176471,32952
88390,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.73,308.79,0,,Force Sensor 3,0,0,16.25,42.06,-3.69,4.75,-1791.38,2.87,-6.22,-0.2,-15.29,76.19,33.69,-13.0,-0.86,0.04,0.5,0.13,26,-214794240,734.42,1171928,66.66666666666667,32968
88404,0.0,0.0,0.0,0.0,0,,,,300.0,15,26.58,293.63,0,,Force Sensor 3,0,0,16.75,59.56,-5.5,4.94,-1829.25,3.0,-6.85,-0.01,-13.35,76.19,33.69,-13.0,-0.77,0.06,0.62,0.12,26,-228196352,605.48,1171938,76.92307692307692,32982
88424,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.6,283.59,0,,Force Sensor 3,0,0,17.31,77.37,-12.75,4.94,-1872.69,3.19,-1.63,0.23,-13.72,7.69,44.0,-69.06,-0.66,0.08,0.74,0.11,26,-224985088,447.5,1171952,58.82352941176471,33002
88436,0.0,0.0,0.0,0.0,0,,,,300.0,15,27.86,286.59,0,,Force Sensor 3,0,0,19.19,65.56,-173.44,5.06,-1914.31,3.06,1.83,-0.01,-12.2,7.69,44.0,-69.06,-0.54,0.1,0.83,0.09,26,-217776128,271.7,1171964,62.5,33014
